Subproducto,Producto,Valor Vivienda,AFORO,Plazo,Ingresos Requeridos,Tasa de Interes,Tipo de Tasa,CAT sin IVA,Pago,Frecuencia de Pago
151,HIPOTECA BANCOMER FIJA PAGO DE PASIVOS,$18000000.00,0.2777777777777778%,17 años,"$ 29,379.60",10.80 %,Tasa fija anual,383.8 %,$ 536.21,Mensual
152,HIPOTECA BANCOMER FIJA PAGO DE PASIVOS,$19980000.00,0.2502502502502503%,17 años,"$ 29,379.60",10.80 %,Tasa fija anual,383.8 %,$ 536.21,Mensual
153,HIPOTECA BANCOMER FIJA PAGO DE PASIVOS,$180000.00,27.77777777777778%,16 años,"$ 3,084.16",10.80 %,Tasa fija anual,15.8 %,$ 548.12,Mensual
154,HIPOTECA BANCOMER FIJA PAGO DE PASIVOS,$2160000.00,2.314814814814815%,16 años,"$ 6,011.12",10.80 %,Tasa fija anual,32.0 %,$ 548.12,Mensual
155,HIPOTECA BANCOMER FIJA PAGO DE PASIVOS,$4140000.00,1.2077294685990339%,16 años,"$ 8,938.08",10.80 %,Tasa fija anual,52.3 %,$ 548.12,Mensual
156,HIPOTECA BANCOMER FIJA PAGO DE PASIVOS,$6120000.00,0.8169934640522877%,16 años,"$ 11,865.12",10.80 %,Tasa fija anual,87.7 %,$ 548.12,Mensual
157,HIPOTECA BANCOMER FIJA PAGO DE PASIVOS,$8100000.00,0.6172839506172839%,16 años,"$ 3,084.16",10.80 %,Tasa fija anual,15.8 %,$ 548.12,Mensual
158,HIPOTECA BANCOMER FIJA PAGO DE PASIVOS,$10080000.00,0.496031746031746%,16 años,"$ 17,719.04",10.80 %,Tasa fija anual,461.1 %,$ 548.12,Mensual
159,HIPOTECA BANCOMER FIJA PAGO DE PASIVOS,$12060000.00,0.41459369817578773%,16 años,"$ 20,646.16",10.80 %,Tasa fija anual,579.3 %,$ 548.12,Mensual
160,HIPOTECA BANCOMER FIJA PAGO DE PASIVOS,$14040000.00,0.3561253561253561%,16 años,"$ 23,573.04",10.80 %,Tasa fija anual,539.9 %,$ 548.12,Mensual
161,HIPOTECA BANCOMER FIJA PAGO DE PASIVOS,$16020000.00,0.3121098626716604%,16 años,"$ 26,500.08",10.80 %,Tasa fija anual,97.7 %,$ 548.12,Mensual
162,HIPOTECA BANCOMER FIJA PAGO DE PASIVOS,$18000000.00,0.2777777777777778%,16 años,"$ 29,427.28",10.80 %,Tasa fija anual,914.5 %,$ 548.12,Mensual
163,HIPOTECA BANCOMER FIJA PAGO DE PASIVOS,$19980000.00,0.2502502502502503%,16 años,"$ 29,427.28",10.80 %,Tasa fija anual,914.5 %,$ 548.12,Mensual
164,HIPOTECA BANCOMER FIJA PAGO DE PASIVOS,$180000.00,27.77777777777778%,15 años,"$ 3,139.80",10.80 %,Tasa fija anual,15.9 %,$ 562.03,Mensual
165,HIPOTECA BANCOMER FIJA PAGO DE PASIVOS,$2160000.00,2.314814814814815%,15 años,"$ 6,066.76",10.80 %,Tasa fija anual,32.4 %,$ 562.03,Mensual
166,HIPOTECA BANCOMER FIJA PAGO DE PASIVOS,$4140000.00,1.2077294685990339%,15 años,"$ 8,993.72",10.80 %,Tasa fija anual,52.9 %,$ 562.03,Mensual
167,HIPOTECA BANCOMER FIJA PAGO DE PASIVOS,$6120000.00,0.8169934640522877%,15 años,"$ 11,920.76",10.80 %,Tasa fija anual,87.0 %,$ 562.03,Mensual
168,HIPOTECA BANCOMER FIJA PAGO DE PASIVOS,$8100000.00,0.6172839506172839%,15 años,"$ 14,847.80",10.80 %,Tasa fija anual,145.8 %,$ 562.03,Mensual
169,HIPOTECA BANCOMER FIJA PAGO DE PASIVOS,$10080000.00,0.496031746031746%,15 años,"$ 17,774.68",10.80 %,Tasa fija anual,264.7 %,$ 562.03,Mensual
170,HIPOTECA BANCOMER FIJA PAGO DE PASIVOS,$12060000.00,0.41459369817578773%,15 años,"$ 20,701.80",10.80 %,Tasa fija anual,54.5 %,$ 562.03,Mensual
171,HIPOTECA BANCOMER FIJA PAGO DE PASIVOS,$14040000.00,0.3561253561253561%,15 años,"$ 23,628.68",10.80 %,Tasa fija anual,257.7 %,$ 562.03,Mensual
172,HIPOTECA BANCOMER FIJA PAGO DE PASIVOS,$16020000.00,0.3121098626716604%,15 años,"$ 26,555.72",10.80 %,Tasa fija anual,286.0 %,$ 562.03,Mensual
173,HIPOTECA BANCOMER FIJA PAGO DE PASIVOS,$18000000.00,0.2777777777777778%,15 años,"$ 29,482.92",10.80 %,Tasa fija anual,165.3 %,$ 562.03,Mensual
174,HIPOTECA BANCOMER FIJA PAGO DE PASIVOS,$19980000.00,0.2502502502502503%,15 años,"$ 29,482.92",10.80 %,Tasa fija anual,165.3 %,$ 562.03,Mensual
175,HIPOTECA BANCOMER FIJA PAGO DE PASIVOS,$180000.00,27.77777777777778%,14 años,"$ 3,205.16",10.80 %,Tasa fija anual,16.0 %,$ 578.38,Mensual
176,HIPOTECA BANCOMER FIJA PAGO DE PASIVOS,$2160000.00,2.314814814814815%,14 años,"$ 6,132.12",10.80 %,Tasa fija anual,32.8 %,$ 578.38,Mensual
177,HIPOTECA BANCOMER FIJA PAGO DE PASIVOS,$4140000.00,1.2077294685990339%,14 años,"$ 9,059.08",10.80 %,Tasa fija anual,53.6 %,$ 578.38,Mensual
178,HIPOTECA BANCOMER FIJA PAGO DE PASIVOS,$6120000.00,0.8169934640522877%,14 años,"$ 11,986.12",10.80 %,Tasa fija anual,87.2 %,$ 578.38,Mensual
179,HIPOTECA BANCOMER FIJA PAGO DE PASIVOS,$8100000.00,0.6172839506172839%,14 años,"$ 3,205.16",10.80 %,Tasa fija anual,16.0 %,$ 578.38,Mensual
180,HIPOTECA BANCOMER FIJA PAGO DE PASIVOS,$10080000.00,0.496031746031746%,14 años,"$ 17,840.04",10.80 %,Tasa fija anual,263.6 %,$ 578.38,Mensual
181,HIPOTECA BANCOMER FIJA PAGO DE PASIVOS,$12060000.00,0.41459369817578773%,14 años,"$ 20,767.16",10.80 %,Tasa fija anual,701.0 %,$ 578.38,Mensual
182,HIPOTECA BANCOMER FIJA PAGO DE PASIVOS,$14040000.00,0.3561253561253561%,14 años,"$ 23,694.04",10.80 %,Tasa fija anual,15.9 %,$ 578.38,Mensual
183,HIPOTECA BANCOMER FIJA PAGO DE PASIVOS,$16020000.00,0.3121098626716604%,14 años,"$ 26,621.08",10.80 %,Tasa fija anual,661.0 %,$ 578.38,Mensual
184,HIPOTECA BANCOMER FIJA PAGO DE PASIVOS,$18000000.00,0.2777777777777778%,14 años,"$ 29,548.28",10.80 %,Tasa fija anual,245.6 %,$ 578.38,Mensual
185,HIPOTECA BANCOMER FIJA PAGO DE PASIVOS,$19980000.00,0.2502502502502503%,14 años,"$ 29,548.28",10.80 %,Tasa fija anual,245.6 %,$ 578.38,Mensual
186,HIPOTECA BANCOMER FIJA PAGO DE PASIVOS,$180000.00,27.77777777777778%,13 años,"$ 3,282.60",10.80 %,Tasa fija anual,16.1 %,$ 597.74,Mensual
187,HIPOTECA BANCOMER FIJA PAGO DE PASIVOS,$2160000.00,2.314814814814815%,13 años,"$ 6,209.56",10.80 %,Tasa fija anual,33.3 %,$ 597.74,Mensual
188,HIPOTECA BANCOMER FIJA PAGO DE PASIVOS,$4140000.00,1.2077294685990339%,13 años,"$ 9,136.52",10.80 %,Tasa fija anual,54.4 %,$ 597.74,Mensual
189,HIPOTECA BANCOMER FIJA PAGO DE PASIVOS,$6120000.00,0.8169934640522877%,13 años,"$ 12,063.56",10.80 %,Tasa fija anual,90.5 %,$ 597.74,Mensual
190,HIPOTECA BANCOMER FIJA PAGO DE PASIVOS,$8100000.00,0.6172839506172839%,13 años,"$ 14,990.60",10.80 %,Tasa fija anual,147.7 %,$ 597.74,Mensual
191,HIPOTECA BANCOMER FIJA PAGO DE PASIVOS,$10080000.00,0.496031746031746%,13 años,"$ 17,917.48",10.80 %,Tasa fija anual,260.4 %,$ 597.74,Mensual
192,HIPOTECA BANCOMER FIJA PAGO DE PASIVOS,$12060000.00,0.41459369817578773%,13 años,"$ 20,844.60",10.80 %,Tasa fija anual,645.0 %,$ 597.74,Mensual
193,HIPOTECA BANCOMER FIJA PAGO DE PASIVOS,$14040000.00,0.3561253561253561%,13 años,"$ 23,771.48",10.80 %,Tasa fija anual,806.4 %,$ 597.74,Mensual
194,HIPOTECA BANCOMER FIJA PAGO DE PASIVOS,$16020000.00,0.3121098626716604%,13 años,"$ 26,698.52",10.80 %,Tasa fija anual,288.8 %,$ 597.74,Mensual
195,HIPOTECA BANCOMER FIJA PAGO DE PASIVOS,$18000000.00,0.2777777777777778%,13 años,"$ 29,625.72",10.80 %,Tasa fija anual,765.2 %,$ 597.74,Mensual
196,HIPOTECA BANCOMER FIJA PAGO DE PASIVOS,$19980000.00,0.2502502502502503%,13 años,"$ 29,625.72",10.80 %,Tasa fija anual,765.2 %,$ 597.74,Mensual
197,HIPOTECA BANCOMER FIJA PAGO DE PASIVOS,$180000.00,27.77777777777778%,12 años,"$ 3,375.16",10.80 %,Tasa fija anual,16.2 %,$ 620.87,Mensual
198,HIPOTECA BANCOMER FIJA PAGO DE PASIVOS,$2160000.00,2.314814814814815%,12 años,"$ 6,302.12",10.80 %,Tasa fija anual,33.8 %,$ 620.87,Mensual
199,HIPOTECA BANCOMER FIJA PAGO DE PASIVOS,$4140000.00,1.2077294685990339%,12 años,"$ 9,229.08",10.80 %,Tasa fija anual,55.3 %,$ 620.87,Mensual
200,HIPOTECA BANCOMER FIJA PAGO DE PASIVOS,$6120000.00,0.8169934640522877%,12 años,"$ 3,375.16",10.80 %,Tasa fija anual,16.2 %,$ 620.87,Mensual
201,HIPOTECA BANCOMER FIJA PAGO DE PASIVOS,$8100000.00,0.6172839506172839%,12 años,"$ 15,083.16",10.80 %,Tasa fija anual,145.7 %,$ 620.87,Mensual
202,HIPOTECA BANCOMER FIJA PAGO DE PASIVOS,$10080000.00,0.496031746031746%,12 años,"$ 18,010.04",10.80 %,Tasa fija anual,264.7 %,$ 620.87,Mensual
203,HIPOTECA BANCOMER FIJA PAGO DE PASIVOS,$12060000.00,0.41459369817578773%,12 años,"$ 20,937.16",10.80 %,Tasa fija anual,519.2 %,$ 620.87,Mensual
204,HIPOTECA BANCOMER FIJA PAGO DE PASIVOS,$14040000.00,0.3561253561253561%,12 años,"$ 23,864.04",10.80 %,Tasa fija anual,619.2 %,$ 620.87,Mensual
205,HIPOTECA BANCOMER FIJA PAGO DE PASIVOS,$16020000.00,0.3121098626716604%,12 años,"$ 26,791.08",10.80 %,Tasa fija anual,254.5 %,$ 620.87,Mensual
206,HIPOTECA BANCOMER FIJA PAGO DE PASIVOS,$18000000.00,0.2777777777777778%,12 años,"$ 29,718.28",10.80 %,Tasa fija anual,719.9 %,$ 620.87,Mensual
207,HIPOTECA BANCOMER FIJA PAGO DE PASIVOS,$19980000.00,0.2502502502502503%,12 años,"$ 29,718.28",10.80 %,Tasa fija anual,719.9 %,$ 620.87,Mensual
208,HIPOTECA BANCOMER FIJA PAGO DE PASIVOS,$180000.00,27.77777777777778%,11 años,"$ 3,487.00",10.80 %,Tasa fija anual,16.3 %,$ 648.84,Mensual
209,HIPOTECA BANCOMER FIJA PAGO DE PASIVOS,$2160000.00,2.314814814814815%,11 años,"$ 6,413.96",10.80 %,Tasa fija anual,34.5 %,$ 648.84,Mensual
210,HIPOTECA BANCOMER FIJA PAGO DE PASIVOS,$4140000.00,1.2077294685990339%,11 años,"$ 9,340.92",10.80 %,Tasa fija anual,56.4 %,$ 648.84,Mensual
211,HIPOTECA BANCOMER FIJA PAGO DE PASIVOS,$6120000.00,0.8169934640522877%,11 años,"$ 12,267.96",10.80 %,Tasa fija anual,89.9 %,$ 648.84,Mensual
212,HIPOTECA BANCOMER FIJA PAGO DE PASIVOS,$8100000.00,0.6172839506172839%,11 años,"$ 3,487.00",10.80 %,Tasa fija anual,16.3 %,$ 648.84,Mensual
213,HIPOTECA BANCOMER FIJA PAGO DE PASIVOS,$10080000.00,0.496031746031746%,11 años,"$ 18,121.88",10.80 %,Tasa fija anual,267.1 %,$ 648.84,Mensual
214,HIPOTECA BANCOMER FIJA PAGO DE PASIVOS,$12060000.00,0.41459369817578773%,11 años,"$ 21,049.00",10.80 %,Tasa fija anual,625.8 %,$ 648.84,Mensual
215,HIPOTECA BANCOMER FIJA PAGO DE PASIVOS,$14040000.00,0.3561253561253561%,11 años,"$ 23,975.88",10.80 %,Tasa fija anual,703.4 %,$ 648.84,Mensual
216,HIPOTECA BANCOMER FIJA PAGO DE PASIVOS,$16020000.00,0.3121098626716604%,11 años,"$ 26,902.92",10.80 %,Tasa fija anual,834.6 %,$ 648.84,Mensual
217,HIPOTECA BANCOMER FIJA PAGO DE PASIVOS,$18000000.00,0.2777777777777778%,11 años,"$ 29,830.12",10.80 %,Tasa fija anual,14.3 %,$ 648.84,Mensual
218,HIPOTECA BANCOMER FIJA PAGO DE PASIVOS,$19980000.00,0.2502502502502503%,11 años,"$ 29,830.12",10.80 %,Tasa fija anual,14.3 %,$ 648.84,Mensual
219,HIPOTECA BANCOMER FIJA PAGO DE PASIVOS,$180000.00,27.77777777777778%,10 años,"$ 3,624.08",10.80 %,Tasa fija anual,16.5 %,$ 683.10,Mensual
220,HIPOTECA BANCOMER FIJA PAGO DE PASIVOS,$2160000.00,2.314814814814815%,10 años,"$ 6,551.04",10.80 %,Tasa fija anual,35.2 %,$ 683.10,Mensual
221,HIPOTECA BANCOMER FIJA PAGO DE PASIVOS,$4140000.00,1.2077294685990339%,10 años,"$ 9,478.00",10.80 %,Tasa fija anual,57.8 %,$ 683.10,Mensual
222,HIPOTECA BANCOMER FIJA PAGO DE PASIVOS,$6120000.00,0.8169934640522877%,10 años,"$ 12,405.04",10.80 %,Tasa fija anual,91.4 %,$ 683.10,Mensual
223,HIPOTECA BANCOMER FIJA PAGO DE PASIVOS,$8100000.00,0.6172839506172839%,10 años,"$ 3,624.08",10.80 %,Tasa fija anual,16.5 %,$ 683.10,Mensual
224,HIPOTECA BANCOMER FIJA PAGO DE PASIVOS,$10080000.00,0.496031746031746%,10 años,"$ 18,258.96",10.80 %,Tasa fija anual,263.6 %,$ 683.10,Mensual
225,HIPOTECA BANCOMER FIJA PAGO DE PASIVOS,$12060000.00,0.41459369817578773%,10 años,"$ 21,186.08",10.80 %,Tasa fija anual,549.9 %,$ 683.10,Mensual
226,HIPOTECA BANCOMER FIJA PAGO DE PASIVOS,$14040000.00,0.3561253561253561%,10 años,"$ 24,112.96",10.80 %,Tasa fija anual,637.2 %,$ 683.10,Mensual
227,HIPOTECA BANCOMER FIJA PAGO DE PASIVOS,$16020000.00,0.3121098626716604%,10 años,"$ 27,040.00",10.80 %,Tasa fija anual,322.5 %,$ 683.10,Mensual
228,HIPOTECA BANCOMER FIJA PAGO DE PASIVOS,$18000000.00,0.2777777777777778%,10 años,"$ 29,967.20",10.80 %,Tasa fija anual,119.4 %,$ 683.10,Mensual
229,HIPOTECA BANCOMER FIJA PAGO DE PASIVOS,$19980000.00,0.2502502502502503%,10 años,"$ 29,967.20",10.80 %,Tasa fija anual,119.4 %,$ 683.10,Mensual
230,HIPOTECA BANCOMER FIJA PAGO DE PASIVOS,$180000.00,27.77777777777778%,9 años,"$ 3,794.76",10.80 %,Tasa fija anual,16.7 %,$ 725.78,Mensual
231,HIPOTECA BANCOMER FIJA PAGO DE PASIVOS,$2160000.00,2.314814814814815%,9 años,"$ 6,721.72",10.80 %,Tasa fija anual,36.1 %,$ 725.78,Mensual
232,HIPOTECA BANCOMER FIJA PAGO DE PASIVOS,$4140000.00,1.2077294685990339%,9 años,"$ 9,648.68",10.80 %,Tasa fija anual,59.4 %,$ 725.78,Mensual
233,HIPOTECA BANCOMER FIJA PAGO DE PASIVOS,$6120000.00,0.8169934640522877%,9 años,"$ 12,575.72",10.80 %,Tasa fija anual,94.0 %,$ 725.78,Mensual
234,HIPOTECA BANCOMER FIJA PAGO DE PASIVOS,$8100000.00,0.6172839506172839%,9 años,"$ 3,794.76",10.80 %,Tasa fija anual,16.7 %,$ 725.78,Mensual
235,HIPOTECA BANCOMER FIJA PAGO DE PASIVOS,$10080000.00,0.496031746031746%,9 años,"$ 18,429.64",10.80 %,Tasa fija anual,269.2 %,$ 725.78,Mensual
236,HIPOTECA BANCOMER FIJA PAGO DE PASIVOS,$12060000.00,0.41459369817578773%,9 años,"$ 21,356.76",10.80 %,Tasa fija anual,538.3 %,$ 725.78,Mensual
237,HIPOTECA BANCOMER FIJA PAGO DE PASIVOS,$14040000.00,0.3561253561253561%,9 años,"$ 24,283.64",10.80 %,Tasa fija anual,910.0 %,$ 725.78,Mensual
238,HIPOTECA BANCOMER FIJA PAGO DE PASIVOS,$16020000.00,0.3121098626716604%,9 años,"$ 27,210.68",10.80 %,Tasa fija anual,666.5 %,$ 725.78,Mensual
239,HIPOTECA BANCOMER FIJA PAGO DE PASIVOS,$18000000.00,0.2777777777777778%,9 años,"$ 30,137.88",10.80 %,Tasa fija anual,73.7 %,$ 725.78,Mensual
240,HIPOTECA BANCOMER FIJA PAGO DE PASIVOS,$19980000.00,0.2502502502502503%,9 años,"$ 30,137.88",10.80 %,Tasa fija anual,73.7 %,$ 725.78,Mensual
241,HIPOTECA BANCOMER FIJA PAGO DE PASIVOS,$180000.00,27.77777777777778%,8 años,"$ 4,011.80",10.80 %,Tasa fija anual,16.9 %,$ 780.04,Mensual
242,HIPOTECA BANCOMER FIJA PAGO DE PASIVOS,$2160000.00,2.314814814814815%,8 años,"$ 6,938.76",10.80 %,Tasa fija anual,37.2 %,$ 780.04,Mensual
243,HIPOTECA BANCOMER FIJA PAGO DE PASIVOS,$4140000.00,1.2077294685990339%,8 años,"$ 9,865.72",10.80 %,Tasa fija anual,61.4 %,$ 780.04,Mensual
244,HIPOTECA BANCOMER FIJA PAGO DE PASIVOS,$6120000.00,0.8169934640522877%,8 años,"$ 12,792.76",10.80 %,Tasa fija anual,97.3 %,$ 780.04,Mensual
245,HIPOTECA BANCOMER FIJA PAGO DE PASIVOS,$8100000.00,0.6172839506172839%,8 años,"$ 4,011.80",10.80 %,Tasa fija anual,16.9 %,$ 780.04,Mensual
246,HIPOTECA BANCOMER FIJA PAGO DE PASIVOS,$10080000.00,0.496031746031746%,8 años,"$ 18,646.68",10.80 %,Tasa fija anual,270.9 %,$ 780.04,Mensual
247,HIPOTECA BANCOMER FIJA PAGO DE PASIVOS,$12060000.00,0.41459369817578773%,8 años,"$ 21,573.80",10.80 %,Tasa fija anual,551.2 %,$ 780.04,Mensual
248,HIPOTECA BANCOMER FIJA PAGO DE PASIVOS,$14040000.00,0.3561253561253561%,8 años,"$ 24,500.68",10.80 %,Tasa fija anual,535.3 %,$ 780.04,Mensual
249,HIPOTECA BANCOMER FIJA PAGO DE PASIVOS,$16020000.00,0.3121098626716604%,8 años,"$ 27,427.72",10.80 %,Tasa fija anual,310.7 %,$ 780.04,Mensual
250,HIPOTECA BANCOMER FIJA PAGO DE PASIVOS,$18000000.00,0.2777777777777778%,8 años,"$ 30,354.92",10.80 %,Tasa fija anual,839.8 %,$ 780.04,Mensual
251,HIPOTECA BANCOMER FIJA PAGO DE PASIVOS,$19980000.00,0.2502502502502503%,8 años,"$ 30,354.92",10.80 %,Tasa fija anual,839.8 %,$ 780.04,Mensual
252,HIPOTECA BANCOMER FIJA PAGO DE PASIVOS,$180000.00,27.77777777777778%,7 años,"$ 4,295.16",10.80 %,Tasa fija anual,17.2 %,$ 850.87,Mensual
253,HIPOTECA BANCOMER FIJA PAGO DE PASIVOS,$2160000.00,2.314814814814815%,7 años,"$ 7,222.12",10.80 %,Tasa fija anual,38.4 %,$ 850.87,Mensual
254,HIPOTECA BANCOMER FIJA PAGO DE PASIVOS,$4140000.00,1.2077294685990339%,7 años,"$ 10,149.08",10.80 %,Tasa fija anual,64.0 %,$ 850.87,Mensual
255,HIPOTECA BANCOMER FIJA PAGO DE PASIVOS,$6120000.00,0.8169934640522877%,7 años,"$ 13,076.12",10.80 %,Tasa fija anual,101.5 %,$ 850.87,Mensual
256,HIPOTECA BANCOMER FIJA PAGO DE PASIVOS,$8100000.00,0.6172839506172839%,7 años,"$ 4,295.16",10.80 %,Tasa fija anual,17.2 %,$ 850.87,Mensual
257,HIPOTECA BANCOMER FIJA PAGO DE PASIVOS,$10080000.00,0.496031746031746%,7 años,"$ 18,930.04",10.80 %,Tasa fija anual,279.0 %,$ 850.87,Mensual
258,HIPOTECA BANCOMER FIJA PAGO DE PASIVOS,$12060000.00,0.41459369817578773%,7 años,"$ 21,857.16",10.80 %,Tasa fija anual,592.4 %,$ 850.87,Mensual
259,HIPOTECA BANCOMER FIJA PAGO DE PASIVOS,$14040000.00,0.3561253561253561%,7 años,"$ 24,784.04",10.80 %,Tasa fija anual,741.2 %,$ 850.87,Mensual
260,HIPOTECA BANCOMER FIJA PAGO DE PASIVOS,$16020000.00,0.3121098626716604%,7 años,"$ 27,711.08",10.80 %,Tasa fija anual,381.1 %,$ 850.87,Mensual
261,HIPOTECA BANCOMER FIJA PAGO DE PASIVOS,$18000000.00,0.2777777777777778%,7 años,"$ 30,638.28",10.80 %,Tasa fija anual,415.6 %,$ 850.87,Mensual
262,HIPOTECA BANCOMER FIJA PAGO DE PASIVOS,$19980000.00,0.2502502502502503%,7 años,"$ 30,638.28",10.80 %,Tasa fija anual,415.6 %,$ 850.87,Mensual
263,HIPOTECA BANCOMER FIJA PAGO DE PASIVOS,$180000.00,27.77777777777778%,6 años,"$ 4,678.00",10.80 %,Tasa fija anual,17.5 %,$ 946.59,Mensual
264,HIPOTECA BANCOMER FIJA PAGO DE PASIVOS,$2160000.00,2.314814814814815%,6 años,"$ 7,604.96",10.80 %,Tasa fija anual,40.1 %,$ 946.59,Mensual
265,HIPOTECA BANCOMER FIJA PAGO DE PASIVOS,$4140000.00,1.2077294685990339%,6 años,"$ 10,531.92",10.80 %,Tasa fija anual,67.2 %,$ 946.59,Mensual
266,HIPOTECA BANCOMER FIJA PAGO DE PASIVOS,$6120000.00,0.8169934640522877%,6 años,"$ 13,458.96",10.80 %,Tasa fija anual,107.3 %,$ 946.59,Mensual
267,HIPOTECA BANCOMER FIJA PAGO DE PASIVOS,$8100000.00,0.6172839506172839%,6 años,"$ 4,678.00",10.80 %,Tasa fija anual,17.5 %,$ 946.59,Mensual
268,HIPOTECA BANCOMER FIJA PAGO DE PASIVOS,$10080000.00,0.496031746031746%,6 años,"$ 19,312.88",10.80 %,Tasa fija anual,295.2 %,$ 946.59,Mensual
269,HIPOTECA BANCOMER FIJA PAGO DE PASIVOS,$12060000.00,0.41459369817578773%,6 años,"$ 22,240.00",10.80 %,Tasa fija anual,596.1 %,$ 946.59,Mensual
270,HIPOTECA BANCOMER FIJA PAGO DE PASIVOS,$14040000.00,0.3561253561253561%,6 años,"$ 25,166.88",10.80 %,Tasa fija anual,682.9 %,$ 946.59,Mensual
271,HIPOTECA BANCOMER FIJA PAGO DE PASIVOS,$16020000.00,0.3121098626716604%,6 años,"$ 28,093.92",10.80 %,Tasa fija anual,166.8 %,$ 946.59,Mensual
272,HIPOTECA BANCOMER FIJA PAGO DE PASIVOS,$18000000.00,0.2777777777777778%,6 años,"$ 31,021.12",10.80 %,Tasa fija anual,174.0 %,$ 946.59,Mensual
273,HIPOTECA BANCOMER FIJA PAGO DE PASIVOS,$19980000.00,0.2502502502502503%,6 años,"$ 31,021.12",10.80 %,Tasa fija anual,174.0 %,$ 946.59,Mensual
274,HIPOTECA BANCOMER FIJA PAGO DE PASIVOS,$180000.00,27.77777777777778%,5 años,"$ 5,120.24",10.80 %,Tasa fija anual,17.4 %,"$ 1,082.14",Mensual
275,HIPOTECA BANCOMER FIJA PAGO DE PASIVOS,$2160000.00,2.314814814814815%,5 años,"$ 8,047.20",10.80 %,Tasa fija anual,41.6 %,"$ 1,082.14",Mensual
276,HIPOTECA BANCOMER FIJA PAGO DE PASIVOS,$4140000.00,1.2077294685990339%,5 años,"$ 10,974.16",10.80 %,Tasa fija anual,70.9 %,"$ 1,082.14",Mensual
277,HIPOTECA BANCOMER FIJA PAGO DE PASIVOS,$6120000.00,0.8169934640522877%,5 años,"$ 13,901.20",10.80 %,Tasa fija anual,114.2 %,"$ 1,082.14",Mensual
278,HIPOTECA BANCOMER FIJA PAGO DE PASIVOS,$8100000.00,0.6172839506172839%,5 años,"$ 5,120.24",10.80 %,Tasa fija anual,17.4 %,"$ 1,082.14",Mensual
279,HIPOTECA BANCOMER FIJA PAGO DE PASIVOS,$10080000.00,0.496031746031746%,5 años,"$ 19,755.12",10.80 %,Tasa fija anual,313.4 %,"$ 1,082.14",Mensual
280,HIPOTECA BANCOMER FIJA PAGO DE PASIVOS,$12060000.00,0.41459369817578773%,5 años,"$ 22,682.24",10.80 %,Tasa fija anual,631.3 %,"$ 1,082.14",Mensual
281,HIPOTECA BANCOMER FIJA PAGO DE PASIVOS,$14040000.00,0.3561253561253561%,5 años,"$ 25,609.12",10.80 %,Tasa fija anual,933.2 %,"$ 1,082.14",Mensual
282,HIPOTECA BANCOMER FIJA PAGO DE PASIVOS,$16020000.00,0.3121098626716604%,5 años,"$ 28,536.16",10.80 %,Tasa fija anual,424.2 %,"$ 1,082.14",Mensual
283,HIPOTECA BANCOMER FIJA PAGO DE PASIVOS,$18000000.00,0.2777777777777778%,5 años,"$ 31,463.36",10.80 %,Tasa fija anual,930.6 %,"$ 1,082.14",Mensual
284,HIPOTECA BANCOMER FIJA PAGO DE PASIVOS,$19980000.00,0.2502502502502503%,5 años,"$ 31,463.36",10.80 %,Tasa fija anual,930.6 %,"$ 1,082.14",Mensual
