Subproducto,Producto,Valor Vivienda,AFORO,Plazo,Ingresos Requeridos,Tasa de Interes,Tipo de Tasa,CAT sin IVA,Pago,Frecuencia de Pago
145,Compra tu Casa,1600000,95.0,120,"$ 39,368.00",11.25%,Valora,13.5%,"$ 19,684.00",Mensual
146,Compra tu Casa,1700000,95.0,120,"$ 41,828.50",11.25%,Valora,13.5%,"$ 20,914.25",Mensual
147,Compra tu Casa,1800000,95.0,120,"$ 44,289.00",11.25%,Valora,13.5%,"$ 22,144.50",Mensual
148,Compra tu Casa,1900000,95.0,120,"$ 46,749.50",11.25%,Valora,13.5%,"$ 23,374.75",Mensual
149,Compra tu Casa,2000000,95.0,120,"$ 49,210.00",11.25%,Valora,13.5%,"$ 24,605.00",Mensual
150,Compra tu Casa,2500000,95.0,120,"$ 61,512.50",11.25%,Valora,13.5%,"$ 30,756.25",Mensual
151,Compra tu Casa,3000000,95.0,120,"$ 73,815.00",11.25%,Valora,13.5%,"$ 36,907.50",Mensual
152,Compra tu Casa,3500000,95.0,120,"$ 86,117.50",11.25%,Valora,13.5%,"$ 43,058.75",Mensual
153,Compra tu Casa,4000000,95.0,120,"$ 98,420.00",11.25%,Valora,13.5%,"$ 49,210.00",Mensual
154,Compra tu Casa,4500000,95.0,120,"$ 110,722.50",11.25%,Valora,13.5%,"$ 55,361.25",Mensual
155,Compra tu Casa,5000000,95.0,120,"$ 123,025.00",11.25%,Valora,13.5%,"$ 61,512.50",Mensual
156,Compra tu Casa,5500000,95.0,120,"$ 135,327.50",11.25%,Valora,13.5%,"$ 67,663.75",Mensual
157,Compra tu Casa,6000000,95.0,120,"$ 147,630.00",11.25%,Valora,13.5%,"$ 73,815.00",Mensual
158,Compra tu Casa,6500000,95.0,120,"$ 159,932.50",11.25%,Valora,13.5%,"$ 79,966.25",Mensual
159,Compra tu Casa,7000000,95.0,120,"$ 172,235.00",11.25%,Valora,13.5%,"$ 86,117.50",Mensual
160,Compra tu Casa,7500000,95.0,120,"$ 184,537.50",11.25%,Valora,13.5%,"$ 92,268.75",Mensual
161,Compra tu Casa,8000000,95.0,120,"$ 196,840.00",11.25%,Valora,13.5%,"$ 98,420.00",Mensual
162,Compra tu Casa,8500000,95.0,120,"$ 209,142.50",11.25%,Valora,13.5%,"$ 104,571.25",Mensual
163,Compra tu Casa,9000000,95.0,120,"$ 221,445.00",11.25%,Valora,13.5%,"$ 110,722.50",Mensual
164,Compra tu Casa,9500000,95.0,120,"$ 233,747.50",11.25%,Valora,13.5%,"$ 116,873.75",Mensual
165,Compra tu Casa,10000000,95.0,120,"$ 246,050.00",11.25%,Valora,13.5%,"$ 123,025.00",Mensual
166,Compra tu Casa,400000,95.0,180,"$ 10,000.00",11.25%,Valora,13.3%,"$ 3,990.00",Mensual
167,Compra tu Casa,500000,95.0,180,"$ 10,000.00",11.25%,Valora,13.2%,"$ 4,987.50",Mensual
168,Compra tu Casa,600000,95.0,180,"$ 11,970.00",11.25%,Valora,13.2%,"$ 5,985.00",Mensual
169,Compra tu Casa,700000,95.0,180,"$ 13,965.00",11.25%,Valora,13.2%,"$ 6,982.50",Mensual
170,Compra tu Casa,800000,95.0,180,"$ 15,960.00",11.25%,Valora,13.2%,"$ 7,980.00",Mensual
171,Compra tu Casa,900000,95.0,180,"$ 17,955.00",11.25%,Valora,13.2%,"$ 8,977.50",Mensual
172,Compra tu Casa,1000000,95.0,180,"$ 19,950.00",11.25%,Valora,13.2%,"$ 9,975.00",Mensual
173,Compra tu Casa,1100000,95.0,180,"$ 21,945.00",11.25%,Valora,13.2%,"$ 10,972.50",Mensual
174,Compra tu Casa,1200000,95.0,180,"$ 23,940.00",11.25%,Valora,13.2%,"$ 11,970.00",Mensual
175,Compra tu Casa,1300000,95.0,180,"$ 25,935.00",11.25%,Valora,13.2%,"$ 12,967.50",Mensual
176,Compra tu Casa,1400000,95.0,180,"$ 27,930.00",11.25%,Valora,13.2%,"$ 13,965.00",Mensual
177,Compra tu Casa,1500000,95.0,180,"$ 29,925.00",11.25%,Valora,13.2%,"$ 14,962.50",Mensual
178,Compra tu Casa,1600000,95.0,180,"$ 31,920.00",11.25%,Valora,13.2%,"$ 15,960.00",Mensual
179,Compra tu Casa,1700000,95.0,180,"$ 33,915.00",11.25%,Valora,13.2%,"$ 16,957.50",Mensual
180,Compra tu Casa,1800000,95.0,180,"$ 35,910.00",11.25%,Valora,13.2%,"$ 17,955.00",Mensual
181,Compra tu Casa,1900000,95.0,180,"$ 37,905.00",11.25%,Valora,13.2%,"$ 18,952.50",Mensual
182,Compra tu Casa,2000000,95.0,180,"$ 39,900.00",11.25%,Valora,13.2%,"$ 19,950.00",Mensual
183,Compra tu Casa,2500000,95.0,180,"$ 49,875.00",11.25%,Valora,13.2%,"$ 24,937.50",Mensual
184,Compra tu Casa,3000000,95.0,180,"$ 59,850.00",11.25%,Valora,13.2%,"$ 29,925.00",Mensual
185,Compra tu Casa,3500000,95.0,180,"$ 69,825.00",11.25%,Valora,13.2%,"$ 34,912.50",Mensual
186,Compra tu Casa,4000000,95.0,180,"$ 79,800.00",11.25%,Valora,13.2%,"$ 39,900.00",Mensual
187,Compra tu Casa,4500000,95.0,180,"$ 89,775.00",11.25%,Valora,13.2%,"$ 44,887.50",Mensual
188,Compra tu Casa,5000000,95.0,180,"$ 99,750.00",11.25%,Valora,13.2%,"$ 49,875.00",Mensual
189,Compra tu Casa,5500000,95.0,180,"$ 109,725.00",11.25%,Valora,13.2%,"$ 54,862.50",Mensual
190,Compra tu Casa,6000000,95.0,180,"$ 119,700.00",11.25%,Valora,13.2%,"$ 59,850.00",Mensual
191,Compra tu Casa,6500000,95.0,180,"$ 129,675.00",11.25%,Valora,13.2%,"$ 64,837.50",Mensual
192,Compra tu Casa,7000000,95.0,180,"$ 139,650.00",11.25%,Valora,13.2%,"$ 69,825.00",Mensual
193,Compra tu Casa,7500000,95.0,180,"$ 149,625.00",11.25%,Valora,13.2%,"$ 74,812.50",Mensual
194,Compra tu Casa,8000000,95.0,180,"$ 159,600.00",11.25%,Valora,13.2%,"$ 79,800.00",Mensual
195,Compra tu Casa,8500000,95.0,180,"$ 169,575.00",11.25%,Valora,13.2%,"$ 84,787.50",Mensual
196,Compra tu Casa,9000000,95.0,180,"$ 179,550.00",11.25%,Valora,13.2%,"$ 89,775.00",Mensual
197,Compra tu Casa,9500000,95.0,180,"$ 189,525.00",11.25%,Valora,13.2%,"$ 94,762.50",Mensual
198,Compra tu Casa,10000000,95.0,180,"$ 199,500.00",11.25%,Valora,13.2%,"$ 99,750.00",Mensual
199,Compra tu Casa,400000,95.0,240,"$ 10,000.00",11.25%,Valora,13.2%,"$ 3,686.00",Mensual
200,Compra tu Casa,500000,95.0,240,"$ 10,000.00",11.25%,Valora,13.1%,"$ 4,607.50",Mensual
201,Compra tu Casa,600000,95.0,240,"$ 11,058.00",11.25%,Valora,13.2%,"$ 5,529.00",Mensual
202,Compra tu Casa,700000,95.0,240,"$ 12,901.00",11.25%,Valora,13.1%,"$ 6,450.50",Mensual
203,Compra tu Casa,800000,95.0,240,"$ 14,744.00",11.25%,Valora,13.1%,"$ 7,372.00",Mensual
204,Compra tu Casa,900000,95.0,240,"$ 16,587.00",11.25%,Valora,13.1%,"$ 8,293.50",Mensual
205,Compra tu Casa,1000000,95.0,240,"$ 18,430.00",11.25%,Valora,13.1%,"$ 9,215.00",Mensual
206,Compra tu Casa,1100000,95.0,240,"$ 20,273.00",11.25%,Valora,13.1%,"$ 10,136.50",Mensual
207,Compra tu Casa,1200000,95.0,240,"$ 22,116.00",11.25%,Valora,13.1%,"$ 11,058.00",Mensual
208,Compra tu Casa,1300000,95.0,240,"$ 23,959.00",11.25%,Valora,13.1%,"$ 11,979.50",Mensual
209,Compra tu Casa,1400000,95.0,240,"$ 25,802.00",11.25%,Valora,13.1%,"$ 12,901.00",Mensual
210,Compra tu Casa,1500000,95.0,240,"$ 27,645.00",11.25%,Valora,13.1%,"$ 13,822.50",Mensual
211,Compra tu Casa,1600000,95.0,240,"$ 29,488.00",11.25%,Valora,13.1%,"$ 14,744.00",Mensual
212,Compra tu Casa,1700000,95.0,240,"$ 31,331.00",11.25%,Valora,13.1%,"$ 15,665.50",Mensual
