subprod_id,prod_id,valor_vivienda,aforo,plazo,ingresos_requeridos,tasa_interes,tipo_tasa_id,cat,cat_incluye_iva,monto_pago,avaluo,comision_por_apertura,gastos_notariales,desembolso_inicial
246,19,5000000,90.0,60,151345.0,9.75,0,12.3,0,98374.0,14790.0,4500.0,35000.0,909790.0
247,19,5500000,90.0,60,166426.0,9.75,0,12.4,0,108177.0,20300.0,4950.0,38500.0,1004800.0
248,19,6000000,90.0,60,181507.0,9.75,0,12.3,0,117980.0,20300.0,5400.0,42000.0,1094300.0
249,19,6500000,90.0,60,196588.0,9.75,0,12.3,0,127782.0,20300.0,5850.0,45500.0,1183800.0
250,19,7000000,90.0,60,211669.0,9.75,0,12.3,0,137585.0,20300.0,6300.0,49000.0,1273300.0
251,19,7500000,90.0,60,226750.0,9.75,0,12.3,0,147388.0,22040.0,6750.0,52500.0,1364540.0
252,19,8000000,90.0,60,241831.0,9.75,0,12.3,0,157190.0,22040.0,7200.0,56000.0,1454040.0
253,19,8500000,90.0,60,256912.0,9.75,0,12.3,0,166993.0,22040.0,7650.0,59500.0,1543540.0
254,19,9000000,90.0,60,271993.0,9.75,0,12.2,0,176795.0,22040.0,8100.0,63000.0,1633040.0
255,19,9500000,90.0,60,287074.0,9.75,0,12.2,0,186598.0,22040.0,8550.0,66500.0,1722540.0
256,19,10000000,90.0,60,302155.0,9.75,0,12.2,0,196401.0,22040.0,9000.0,70000.0,1812040.0
257,19,400000,82.0,120,7483.0,9.75,0,13.5,0,4864.0,1914.0,100.0,2800.0,102914.0
258,19,500000,87.0,120,9736.0,9.75,0,13.0,0,6328.0,1914.0,200.0,3500.0,103914.0
259,19,600000,90.0,120,11947.0,9.75,0,12.8,0,7766.0,3074.0,300.0,4200.0,108074.0
260,19,700000,90.0,120,13849.0,9.75,0,12.6,0,9002.0,3074.0,400.0,4900.0,126074.0
261,19,800000,90.0,120,15751.0,9.75,0,12.5,0,10238.0,3074.0,500.0,5600.0,144074.0
262,19,900000,90.0,120,17653.0,9.75,0,12.4,0,11474.0,3074.0,600.0,6300.0,162074.0
263,19,1000000,90.0,120,19555.0,9.75,0,12.4,0,12711.0,3074.0,700.0,7000.0,180074.0
264,19,1500000,90.0,120,29065.0,9.75,0,12.2,0,18892.0,5626.0,1200.0,10500.0,272626.0
265,19,2000000,90.0,120,38575.0,9.75,0,12.1,0,25074.0,5626.0,1700.0,14000.0,362626.0
266,19,2500000,90.0,120,48085.0,9.75,0,12.0,0,31255.0,8874.0,2200.0,17500.0,455874.0
267,19,3000000,90.0,120,57594.0,9.75,0,12.0,0,37436.0,8874.0,2700.0,21000.0,545874.0
268,19,3500000,90.0,120,67104.0,9.75,0,12.0,0,43618.0,12180.0,3150.0,24500.0,638680.0
269,19,4000000,90.0,120,76614.0,9.75,0,11.9,0,49799.0,12180.0,3600.0,28000.0,728180.0
270,19,4500000,90.0,120,86124.0,9.75,0,11.9,0,55980.0,14790.0,4050.0,31500.0,820290.0
271,19,5000000,90.0,120,95634.0,9.75,0,11.9,0,62162.0,14790.0,4500.0,35000.0,909790.0
272,19,5500000,90.0,120,105143.0,9.75,0,11.9,0,68343.0,20300.0,4950.0,38500.0,1004800.0
273,19,6000000,90.0,120,114653.0,9.75,0,11.9,0,74525.0,20300.0,5400.0,42000.0,1094300.0
274,19,6500000,90.0,120,124163.0,9.75,0,11.9,0,80706.0,20300.0,5850.0,45500.0,1183800.0
275,19,7000000,90.0,120,133673.0,9.75,0,11.8,0,86887.0,20300.0,6300.0,49000.0,1273300.0
276,19,7500000,90.0,120,143183.0,9.75,0,11.8,0,93069.0,22040.0,6750.0,52500.0,1364540.0
277,19,8000000,90.0,120,152693.0,9.75,0,11.8,0,99250.0,22040.0,7200.0,56000.0,1454040.0
278,19,8500000,90.0,120,162202.0,9.75,0,11.8,0,105432.0,22040.0,7650.0,59500.0,1543540.0
279,19,9000000,90.0,120,171712.0,9.75,0,11.8,0,111613.0,22040.0,8100.0,63000.0,1633040.0
280,19,9500000,90.0,120,181222.0,9.75,0,11.8,0,117794.0,22040.0,8550.0,66500.0,1722540.0
281,19,10000000,90.0,120,190732.0,9.75,0,11.8,0,123976.0,22040.0,9000.0,70000.0,1812040.0
282,19,400000,82.0,180,6230.0,9.75,0,13.1,0,4050.0,1914.0,100.0,2800.0,102914.0
283,19,500000,87.0,180,8074.0,9.75,0,12.7,0,5248.0,1914.0,200.0,3500.0,103914.0
284,19,600000,90.0,180,9884.0,9.75,0,12.5,0,6425.0,3074.0,300.0,4200.0,108074.0
285,19,700000,90.0,180,11442.0,9.75,0,12.3,0,7437.0,3074.0,400.0,4900.0,126074.0
286,19,800000,90.0,180,13000.0,9.75,0,12.2,0,8450.0,3074.0,500.0,5600.0,144074.0
287,19,900000,90.0,180,14558.0,9.75,0,12.2,0,9463.0,3074.0,600.0,6300.0,162074.0
288,19,1000000,90.0,180,16116.0,9.75,0,12.1,0,10476.0,3074.0,700.0,7000.0,180074.0
289,19,1500000,90.0,180,23907.0,9.75,0,11.9,0,15540.0,5626.0,1200.0,10500.0,272626.0
290,19,2000000,90.0,180,31698.0,9.75,0,11.8,0,20603.0,5626.0,1700.0,14000.0,362626.0
291,19,2500000,90.0,180,39488.0,9.75,0,11.8,0,25667.0,8874.0,2200.0,17500.0,455874.0
292,19,3000000,90.0,180,47279.0,9.75,0,11.7,0,30731.0,8874.0,2700.0,21000.0,545874.0
293,19,3500000,90.0,180,55069.0,9.75,0,11.7,0,35795.0,12180.0,3150.0,24500.0,638680.0
294,19,4000000,90.0,180,62860.0,9.75,0,11.7,0,40859.0,12180.0,3600.0,28000.0,728180.0
295,19,4500000,90.0,180,70650.0,9.75,0,11.7,0,45923.0,14790.0,4050.0,31500.0,820290.0
296,19,5000000,90.0,180,78441.0,9.75,0,11.7,0,50987.0,14790.0,4500.0,35000.0,909790.0
297,19,5500000,90.0,180,86231.0,9.75,0,11.7,0,56050.0,20300.0,4950.0,38500.0,1004800.0
298,19,6000000,90.0,180,94022.0,9.75,0,11.7,0,61114.0,20300.0,5400.0,42000.0,1094300.0
299,19,6500000,90.0,180,101813.0,9.75,0,11.6,0,66178.0,20300.0,5850.0,45500.0,1183800.0
300,19,7000000,90.0,180,109603.0,9.75,0,11.6,0,71242.0,20300.0,6300.0,49000.0,1273300.0
301,19,7500000,90.0,180,117394.0,9.75,0,11.6,0,76306.0,22040.0,6750.0,52500.0,1364540.0
302,19,8000000,90.0,180,125184.0,9.75,0,11.6,0,81370.0,22040.0,7200.0,56000.0,1454040.0
303,19,8500000,90.0,180,132975.0,9.75,0,11.6,0,86434.0,22040.0,7650.0,59500.0,1543540.0
304,19,9000000,90.0,180,140765.0,9.75,0,11.6,0,91497.0,22040.0,8100.0,63000.0,1633040.0
305,19,9500000,90.0,180,148556.0,9.75,0,11.6,0,96561.0,22040.0,8550.0,66500.0,1722540.0
306,19,10000000,90.0,180,156346.0,9.75,0,11.6,0,101625.0,22040.0,9000.0,70000.0,1812040.0
307,19,400000,82.0,240,5671.0,9.75,0,12.9,0,3686.0,1914.0,100.0,2800.0,102914.0
308,19,500000,87.0,240,7332.0,9.75,0,12.5,0,4766.0,1914.0,200.0,3500.0,103914.0
309,19,600000,90.0,240,8963.0,9.75,0,12.3,0,5826.0,3074.0,300.0,4200.0,108074.0
310,19,700000,90.0,240,10368.0,9.75,0,12.2,0,6739.0,3074.0,400.0,4900.0,126074.0
311,19,800000,90.0,240,11772.0,9.75,0,12.1,0,7652.0,3074.0,500.0,5600.0,144074.0
312,19,900000,90.0,240,13177.0,9.75,0,12.0,0,8565.0,3074.0,600.0,6300.0,162074.0
313,19,1000000,90.0,240,14582.0,9.75,0,11.9,0,9478.0,3074.0,700.0,7000.0,180074.0
314,19,1500000,90.0,240,21605.0,9.75,0,11.8,0,14043.0,5626.0,1200.0,10500.0,272626.0
315,19,2000000,90.0,240,28628.0,9.75,0,11.7,0,18608.0,5626.0,1700.0,14000.0,362626.0
316,19,2500000,90.0,240,35651.0,9.75,0,11.6,0,23173.0,8874.0,2200.0,17500.0,455874.0
317,19,3000000,90.0,240,42674.0,9.75,0,11.6,0,27738.0,8874.0,2700.0,21000.0,545874.0
318,19,3500000,90.0,240,49697.0,9.75,0,11.6,0,32303.0,12180.0,3150.0,24500.0,638680.0
319,19,4000000,90.0,240,56721.0,9.75,0,11.6,0,36868.0,12180.0,3600.0,28000.0,728180.0
320,19,4500000,90.0,240,63744.0,9.75,0,11.6,0,41433.0,14790.0,4050.0,31500.0,820290.0
321,19,5000000,90.0,240,70767.0,9.75,0,11.5,0,45999.0,14790.0,4500.0,35000.0,909790.0
322,19,5500000,90.0,240,77790.0,9.75,0,11.5,0,50564.0,20300.0,4950.0,38500.0,1004800.0
323,19,6000000,90.0,240,84813.0,9.75,0,11.5,0,55129.0,20300.0,5400.0,42000.0,1094300.0
324,19,6500000,90.0,240,91836.0,9.75,0,11.5,0,59694.0,20300.0,5850.0,45500.0,1183800.0
325,19,7000000,90.0,240,98860.0,9.75,0,11.5,0,64259.0,20300.0,6300.0,49000.0,1273300.0
326,19,7500000,90.0,240,105883.0,9.75,0,11.5,0,68824.0,22040.0,6750.0,52500.0,1364540.0
327,19,8000000,90.0,240,112906.0,9.75,0,11.5,0,73389.0,22040.0,7200.0,56000.0,1454040.0
328,19,8500000,90.0,240,119929.0,9.75,0,11.5,0,77954.0,22040.0,7650.0,59500.0,1543540.0
329,19,9000000,90.0,240,126952.0,9.75,0,11.5,0,82519.0,22040.0,8100.0,63000.0,1633040.0
330,19,9500000,90.0,240,133975.0,9.75,0,11.5,0,87084.0,22040.0,8550.0,66500.0,1722540.0
331,19,10000000,90.0,240,140998.0,9.75,0,11.5,0,91649.0,22040.0,9000.0,70000.0,1812040.0
332,19,400000,82.0,60,11668.0,10.25,0,14.6,0,7584.0,1914.0,100.0,2800.0,102914.0
333,19,500000,85.0,60,14952.0,10.25,0,14.1,0,9719.0,1914.0,200.0,3500.0,113914.0
334,19,600000,85.0,60,17835.0,10.25,0,14.0,0,11593.0,3074.0,300.0,4200.0,138074.0
335,19,700000,85.0,60,20719.0,10.25,0,13.8,0,13467.0,3074.0,400.0,4900.0,161074.0
336,19,800000,85.0,60,23602.0,10.25,0,13.7,0,15341.0,3074.0,500.0,5600.0,184074.0
337,19,900000,85.0,60,26485.0,10.25,0,13.6,0,17216.0,3074.0,600.0,6300.0,207074.0
338,19,1000000,85.0,60,29369.0,10.25,0,13.5,0,19090.0,3074.0,700.0,7000.0,230074.0
339,19,1500000,85.0,60,43785.0,10.25,0,13.3,0,28461.0,5626.0,1200.0,10500.0,347626.0
340,19,2000000,85.0,60,58202.0,10.25,0,13.2,0,37831.0,5626.0,1700.0,14000.0,462626.0
341,19,2500000,85.0,60,72619.0,10.25,0,13.1,0,47202.0,8874.0,2125.0,17500.0,580124.0
342,19,3000000,85.0,60,87035.0,10.25,0,13.0,0,56573.0,8874.0,2550.0,21000.0,694374.0
343,19,3500000,85.0,60,101452.0,10.25,0,13.0,0,65944.0,12180.0,2975.0,24500.0,811930.0
344,19,4000000,85.0,60,115869.0,10.25,0,13.0,0,75315.0,12180.0,3400.0,28000.0,926180.0
345,19,4500000,85.0,60,130285.0,10.25,0,13.0,0,84686.0,14790.0,3825.0,31500.0,1043040.0
346,19,5000000,85.0,60,144702.0,10.25,0,12.9,0,94056.0,14790.0,4250.0,35000.0,1157290.0
347,19,5500000,85.0,60,159119.0,10.25,0,13.0,0,103427.0,20300.0,4675.0,38500.0,1277050.0
348,19,6000000,85.0,60,173535.0,10.25,0,12.9,0,112798.0,20300.0,5100.0,42000.0,1391300.0
349,19,6500000,85.0,60,187952.0,10.25,0,12.9,0,122169.0,20300.0,5525.0,45500.0,1505550.0
350,19,7000000,85.0,60,202369.0,10.25,0,12.9,0,131540.0,20300.0,5950.0,49000.0,1619800.0
351,19,7500000,85.0,60,216785.0,10.25,0,12.9,0,140911.0,22040.0,6375.0,52500.0,1735790.0
352,19,8000000,85.0,60,231202.0,10.25,0,12.9,0,150281.0,22040.0,6800.0,56000.0,1850040.0
353,19,8500000,85.0,60,245619.0,10.25,0,12.9,0,159652.0,22040.0,7225.0,59500.0,1964290.0
354,19,9000000,85.0,60,260035.0,10.25,0,12.8,0,169023.0,22040.0,7650.0,63000.0,2078540.0
355,19,9500000,85.0,60,274452.0,10.25,0,12.8,0,178394.0,22040.0,8075.0,66500.0,2192790.0
356,19,10000000,85.0,60,288869.0,10.25,0,12.8,0,187765.0,22040.0,8500.0,70000.0,2307040.0
357,19,400000,82.0,120,7623.0,10.25,0,14.0,0,4955.0,1914.0,100.0,2800.0,102914.0
358,19,500000,87.0,120,9921.0,10.25,0,13.5,0,6449.0,1914.0,200.0,3500.0,103914.0
359,19,600000,90.0,120,12177.0,10.25,0,13.3,0,7915.0,3074.0,300.0,4200.0,108074.0
360,19,700000,90.0,120,14117.0,10.25,0,13.2,0,9176.0,3074.0,400.0,4900.0,126074.0
361,19,800000,90.0,120,16058.0,10.25,0,13.1,0,10438.0,3074.0,500.0,5600.0,144074.0
362,19,900000,90.0,120,17998.0,10.25,0,13.0,0,11699.0,3074.0,600.0,6300.0,162074.0
363,19,1000000,90.0,120,19938.0,10.25,0,12.9,0,12960.0,3074.0,700.0,7000.0,180074.0
364,19,1500000,90.0,120,29640.0,10.25,0,12.7,0,19266.0,5626.0,1200.0,10500.0,272626.0
365,19,2000000,90.0,120,39341.0,10.25,0,12.6,0,25572.0,5626.0,1700.0,14000.0,362626.0
366,19,2500000,90.0,120,49043.0,10.25,0,12.6,0,31878.0,8874.0,2200.0,17500.0,455874.0
367,19,3000000,90.0,120,58744.0,10.25,0,12.5,0,38184.0,8874.0,2700.0,21000.0,545874.0
368,19,3500000,90.0,120,68446.0,10.25,0,12.5,0,44490.0,12180.0,3150.0,24500.0,638680.0
369,19,4000000,90.0,120,78147.0,10.25,0,12.5,0,50796.0,12180.0,3600.0,28000.0,728180.0
370,19,4500000,90.0,120,87849.0,10.25,0,12.5,0,57102.0,14790.0,4050.0,31500.0,820290.0
371,19,5000000,90.0,120,97550.0,10.25,0,12.4,0,63408.0,14790.0,4500.0,35000.0,909790.0
372,19,5500000,90.0,120,107252.0,10.25,0,12.4,0,69714.0,20300.0,4950.0,38500.0,1004800.0
373,19,6000000,90.0,120,116953.0,10.25,0,12.4,0,76020.0,20300.0,5400.0,42000.0,1094300.0
374,19,6500000,90.0,120,126655.0,10.25,0,12.4,0,82326.0,20300.0,5850.0,45500.0,1183800.0
375,19,7000000,90.0,120,136356.0,10.25,0,12.4,0,88632.0,20300.0,6300.0,49000.0,1273300.0
376,19,7500000,90.0,120,146058.0,10.25,0,12.4,0,94938.0,22040.0,6750.0,52500.0,1364540.0
377,19,8000000,90.0,120,155760.0,10.25,0,12.4,0,101244.0,22040.0,7200.0,56000.0,1454040.0
378,19,8500000,90.0,120,165461.0,10.25,0,12.4,0,107550.0,22040.0,7650.0,59500.0,1543540.0
379,19,9000000,90.0,120,175163.0,10.25,0,12.4,0,113856.0,22040.0,8100.0,63000.0,1633040.0
380,19,9500000,90.0,120,184864.0,10.25,0,12.4,0,120162.0,22040.0,8550.0,66500.0,1722540.0
381,19,10000000,90.0,120,194566.0,10.25,0,12.3,0,126468.0,22040.0,9000.0,70000.0,1812040.0
382,19,400000,82.0,180,6384.0,10.25,0,13.6,0,4150.0,1914.0,100.0,2800.0,102914.0
383,19,500000,87.0,180,8279.0,10.25,0,13.2,0,5381.0,1914.0,200.0,3500.0,103914.0
384,19,600000,90.0,180,10138.0,10.25,0,13.0,0,6590.0,3074.0,300.0,4200.0,108074.0
385,19,700000,90.0,180,11739.0,10.25,0,12.9,0,7630.0,3074.0,400.0,4900.0,126074.0
386,19,800000,90.0,180,13339.0,10.25,0,12.8,0,8670.0,3074.0,500.0,5600.0,144074.0
387,19,900000,90.0,180,14940.0,10.25,0,12.7,0,9711.0,3074.0,600.0,6300.0,162074.0
388,19,1000000,90.0,180,16540.0,10.25,0,12.6,0,10751.0,3074.0,700.0,7000.0,180074.0
389,19,1500000,90.0,180,24542.0,10.25,0,12.5,0,15953.0,5626.0,1200.0,10500.0,272626.0
390,19,2000000,90.0,180,32545.0,10.25,0,12.4,0,21154.0,5626.0,1700.0,14000.0,362626.0
391,19,2500000,90.0,180,40547.0,10.25,0,12.3,0,26356.0,8874.0,2200.0,17500.0,455874.0
392,19,3000000,90.0,180,48549.0,10.25,0,12.3,0,31557.0,8874.0,2700.0,21000.0,545874.0
393,19,3500000,90.0,180,56552.0,10.25,0,12.3,0,36759.0,12180.0,3150.0,24500.0,638680.0
394,19,4000000,90.0,180,64554.0,10.25,0,12.2,0,41960.0,12180.0,3600.0,28000.0,728180.0
395,19,4500000,90.0,180,72556.0,10.25,0,12.2,0,47162.0,14790.0,4050.0,31500.0,820290.0
396,19,5000000,90.0,180,80559.0,10.25,0,12.2,0,52363.0,14790.0,4500.0,35000.0,909790.0
397,19,5500000,90.0,180,88561.0,10.25,0,12.2,0,57565.0,20300.0,4950.0,38500.0,1004800.0
398,19,6000000,90.0,180,96563.0,10.25,0,12.2,0,62766.0,20300.0,5400.0,42000.0,1094300.0
399,19,6500000,90.0,180,104565.0,10.25,0,12.2,0,67968.0,20300.0,5850.0,45500.0,1183800.0
400,19,7000000,90.0,180,112568.0,10.25,0,12.2,0,73169.0,20300.0,6300.0,49000.0,1273300.0
401,19,7500000,90.0,180,120570.0,10.25,0,12.2,0,78371.0,22040.0,6750.0,52500.0,1364540.0
402,19,8000000,90.0,180,128572.0,10.25,0,12.2,0,83572.0,22040.0,7200.0,56000.0,1454040.0
403,19,8500000,90.0,180,136575.0,10.25,0,12.2,0,88774.0,22040.0,7650.0,59500.0,1543540.0
404,19,9000000,90.0,180,144577.0,10.25,0,12.1,0,93975.0,22040.0,8100.0,63000.0,1633040.0
405,19,9500000,90.0,180,152579.0,10.25,0,12.1,0,99177.0,22040.0,8550.0,66500.0,1722540.0
406,19,10000000,90.0,180,160582.0,10.25,0,12.1,0,104378.0,22040.0,9000.0,70000.0,1812040.0
407,19,400000,82.0,240,5838.0,10.25,0,13.4,0,3795.0,1914.0,100.0,2800.0,102914.0
408,19,500000,87.0,240,7554.0,10.25,0,13.0,0,4910.0,1914.0,200.0,3500.0,103914.0
409,19,600000,90.0,240,9238.0,10.25,0,12.8,0,6005.0,3074.0,300.0,4200.0,108074.0
410,19,700000,90.0,240,10689.0,10.25,0,12.7,0,6948.0,3074.0,400.0,4900.0,126074.0
411,19,800000,90.0,240,12139.0,10.25,0,12.6,0,7891.0,3074.0,500.0,5600.0,144074.0
412,19,900000,90.0,240,13590.0,10.25,0,12.5,0,8833.0,3074.0,600.0,6300.0,162074.0
413,19,1000000,90.0,240,15040.0,10.25,0,12.5,0,9776.0,3074.0,700.0,7000.0,180074.0
414,19,1500000,90.0,240,22293.0,10.25,0,12.3,0,14490.0,5626.0,1200.0,10500.0,272626.0
415,19,2000000,90.0,240,29545.0,10.25,0,12.2,0,19204.0,5626.0,1700.0,14000.0,362626.0
416,19,2500000,90.0,240,36798.0,10.25,0,12.2,0,23919.0,8874.0,2200.0,17500.0,455874.0
417,19,3000000,90.0,240,44050.0,10.25,0,12.1,0,28633.0,8874.0,2700.0,21000.0,545874.0
418,19,3500000,90.0,240,51303.0,10.25,0,12.1,0,33347.0,12180.0,3150.0,24500.0,638680.0
419,19,4000000,90.0,240,58555.0,10.25,0,12.1,0,38061.0,12180.0,3600.0,28000.0,728180.0
420,19,4500000,90.0,240,65808.0,10.25,0,12.1,0,42775.0,14790.0,4050.0,31500.0,820290.0
421,19,5000000,90.0,240,73060.0,10.25,0,12.1,0,47489.0,14790.0,4500.0,35000.0,909790.0
422,19,5500000,90.0,240,80313.0,10.25,0,12.1,0,52203.0,20300.0,4950.0,38500.0,1004800.0
423,19,6000000,90.0,240,87565.0,10.25,0,12.1,0,56917.0,20300.0,5400.0,42000.0,1094300.0
424,19,6500000,90.0,240,94818.0,10.25,0,12.1,0,61632.0,20300.0,5850.0,45500.0,1183800.0
425,19,7000000,90.0,240,102070.0,10.25,0,12.0,0,66346.0,20300.0,6300.0,49000.0,1273300.0
426,19,7500000,90.0,240,109323.0,10.25,0,12.0,0,71060.0,22040.0,6750.0,52500.0,1364540.0
427,19,8000000,90.0,240,116575.0,10.25,0,12.0,0,75774.0,22040.0,7200.0,56000.0,1454040.0
428,19,8500000,90.0,240,123828.0,10.25,0,12.0,0,80488.0,22040.0,7650.0,59500.0,1543540.0
429,19,9000000,90.0,240,131080.0,10.25,0,12.0,0,85202.0,22040.0,8100.0,63000.0,1633040.0
430,19,9500000,90.0,240,138333.0,10.25,0,12.0,0,89916.0,22040.0,8550.0,66500.0,1722540.0
431,19,10000000,90.0,240,145585.0,10.25,0,12.0,0,94630.0,22040.0,9000.0,70000.0,1812040.0
432,19,400000,82.0,60,11730.0,10.5,0,14.9,0,7625.0,1914.0,100.0,2800.0,102914.0
433,19,500000,87.0,60,15369.0,10.5,0,14.3,0,9990.0,1914.0,200.0,3500.0,103914.0
434,19,600000,90.0,60,18940.0,10.5,0,14.1,0,12311.0,3074.0,300.0,4200.0,108074.0
435,19,700000,90.0,60,22007.0,10.5,0,14.0,0,14305.0,3074.0,400.0,4900.0,126074.0
436,19,800000,90.0,60,25074.0,10.5,0,13.8,0,16298.0,3074.0,500.0,5600.0,144074.0
437,19,900000,90.0,60,28142.0,10.5,0,13.7,0,18292.0,3074.0,600.0,6300.0,162074.0
438,19,1000000,90.0,60,31209.0,10.5,0,13.7,0,20286.0,3074.0,700.0,7000.0,180074.0
439,19,1500000,90.0,60,46546.0,10.5,0,13.5,0,30255.0,5626.0,1200.0,10500.0,272626.0
440,19,2000000,90.0,60,61883.0,10.5,0,13.4,0,40224.0,5626.0,1700.0,14000.0,362626.0
441,19,2500000,90.0,60,77220.0,10.5,0,13.3,0,50193.0,8874.0,2200.0,17500.0,455874.0
442,19,3000000,90.0,60,92557.0,10.5,0,13.3,0,60162.0,8874.0,2700.0,21000.0,545874.0
443,19,3500000,90.0,60,107894.0,10.5,0,13.3,0,70131.0,12180.0,3150.0,24500.0,638680.0
444,19,4000000,90.0,60,123231.0,10.5,0,13.2,0,80100.0,12180.0,3600.0,28000.0,728180.0
445,19,4500000,90.0,60,138567.0,10.5,0,13.2,0,90069.0,14790.0,4050.0,31500.0,820290.0
446,19,5000000,90.0,60,153904.0,10.5,0,13.2,0,100038.0,14790.0,4500.0,35000.0,909790.0
447,19,5500000,90.0,60,169241.0,10.5,0,13.2,0,110007.0,20300.0,4950.0,38500.0,1004800.0
448,19,6000000,90.0,60,184578.0,10.5,0,13.2,0,119976.0,20300.0,5400.0,42000.0,1094300.0
449,19,6500000,90.0,60,199915.0,10.5,0,13.1,0,129945.0,20300.0,5850.0,45500.0,1183800.0
450,19,7000000,90.0,60,215252.0,10.5,0,13.1,0,139914.0,20300.0,6300.0,49000.0,1273300.0
451,19,7500000,90.0,60,230589.0,10.5,0,13.1,0,149883.0,22040.0,6750.0,52500.0,1364540.0
452,19,8000000,90.0,60,245926.0,10.5,0,13.1,0,159852.0,22040.0,7200.0,56000.0,1454040.0
453,19,8500000,90.0,60,261263.0,10.5,0,13.1,0,169821.0,22040.0,7650.0,59500.0,1543540.0
454,19,9000000,90.0,60,276599.0,10.5,0,13.1,0,179790.0,22040.0,8100.0,63000.0,1633040.0
455,19,9500000,90.0,60,291936.0,10.5,0,13.1,0,189759.0,22040.0,8550.0,66500.0,1722540.0
456,19,10000000,90.0,60,307273.0,10.5,0,13.1,0,199728.0,22040.0,9000.0,70000.0,1812040.0
457,19,400000,82.0,120,7693.0,10.5,0,14.3,0,5001.0,1914.0,100.0,2800.0,102914.0
458,19,500000,85.0,120,9802.0,10.5,0,13.9,0,6371.0,1914.0,200.0,3500.0,113914.0
459,19,600000,85.0,120,11655.0,10.5,0,13.7,0,7576.0,3074.0,300.0,4200.0,138074.0
460,19,700000,85.0,120,13508.0,10.5,0,13.5,0,8780.0,3074.0,400.0,4900.0,161074.0
461,19,800000,85.0,120,15362.0,10.5,0,13.4,0,9985.0,3074.0,500.0,5600.0,184074.0
462,19,900000,85.0,120,17215.0,10.5,0,13.3,0,11190.0,3074.0,600.0,6300.0,207074.0
463,19,1000000,85.0,120,19068.0,10.5,0,13.3,0,12394.0,3074.0,700.0,7000.0,230074.0
464,19,1500000,85.0,120,28335.0,10.5,0,13.1,0,18418.0,5626.0,1200.0,10500.0,347626.0
465,19,2000000,85.0,120,37601.0,10.5,0,13.0,0,24441.0,5626.0,1700.0,14000.0,462626.0
466,19,2500000,85.0,120,46868.0,10.5,0,12.9,0,30464.0,8874.0,2125.0,17500.0,580124.0
467,19,3000000,85.0,120,56134.0,10.5,0,12.8,0,36487.0,8874.0,2550.0,21000.0,694374.0
468,19,3500000,85.0,120,65401.0,10.5,0,12.8,0,42510.0,12180.0,2975.0,24500.0,811930.0
469,19,4000000,85.0,120,74667.0,10.5,0,12.8,0,48534.0,12180.0,3400.0,28000.0,926180.0
470,19,4500000,85.0,120,83934.0,10.5,0,12.8,0,54557.0,14790.0,3825.0,31500.0,1043040.0
471,19,5000000,85.0,120,93200.0,10.5,0,12.7,0,60580.0,14790.0,4250.0,35000.0,1157290.0
472,19,5500000,85.0,120,102467.0,10.5,0,12.8,0,66603.0,20300.0,4675.0,38500.0,1277050.0
473,19,6000000,85.0,120,111733.0,10.5,0,12.7,0,72627.0,20300.0,5100.0,42000.0,1391300.0
474,19,6500000,85.0,120,121000.0,10.5,0,12.7,0,78650.0,20300.0,5525.0,45500.0,1505550.0
475,19,7000000,85.0,120,130266.0,10.5,0,12.7,0,84673.0,20300.0,5950.0,49000.0,1619800.0
476,19,7500000,85.0,120,139533.0,10.5,0,12.7,0,90696.0,22040.0,6375.0,52500.0,1735790.0
477,19,8000000,85.0,120,148799.0,10.5,0,12.7,0,96719.0,22040.0,6800.0,56000.0,1850040.0
478,19,8500000,85.0,120,158066.0,10.5,0,12.7,0,102743.0,22040.0,7225.0,59500.0,1964290.0
479,19,9000000,85.0,120,167332.0,10.5,0,12.7,0,108766.0,22040.0,7650.0,63000.0,2078540.0
480,19,9500000,85.0,120,176599.0,10.5,0,12.7,0,114789.0,22040.0,8075.0,66500.0,2192790.0
481,19,10000000,85.0,120,185865.0,10.5,0,12.7,0,120812.0,22040.0,8500.0,70000.0,2307040.0
482,19,400000,82.0,180,6462.0,10.5,0,13.9,0,4201.0,1914.0,100.0,2800.0,102914.0
483,19,500000,87.0,180,8382.0,10.5,0,13.5,0,5448.0,1914.0,200.0,3500.0,103914.0
484,19,600000,90.0,180,10266.0,10.5,0,13.3,0,6673.0,3074.0,300.0,4200.0,108074.0
485,19,700000,90.0,180,11888.0,10.5,0,13.2,0,7727.0,3074.0,400.0,4900.0,126074.0
486,19,800000,90.0,180,13510.0,10.5,0,13.1,0,8782.0,3074.0,500.0,5600.0,144074.0
487,19,900000,90.0,180,15132.0,10.5,0,13.0,0,9836.0,3074.0,600.0,6300.0,162074.0
488,19,1000000,90.0,180,16754.0,10.5,0,12.9,0,10890.0,3074.0,700.0,7000.0,180074.0
489,19,1500000,90.0,180,24863.0,10.5,0,12.7,0,16161.0,5626.0,1200.0,10500.0,272626.0
490,19,2000000,90.0,180,32972.0,10.5,0,12.6,0,21432.0,5626.0,1700.0,14000.0,362626.0
491,19,2500000,90.0,180,41082.0,10.5,0,12.6,0,26703.0,8874.0,2200.0,17500.0,455874.0
492,19,3000000,90.0,180,49191.0,10.5,0,12.6,0,31974.0,8874.0,2700.0,21000.0,545874.0
493,19,3500000,90.0,180,57300.0,10.5,0,12.5,0,37245.0,12180.0,3150.0,24500.0,638680.0
