Subproducto,"Institución",Producto,Moneda,"Valor Vivienda",Aforo,Plazo,"Ingresos Requeridos","Tasa de Interés","Tipo de Tasa",CAT,"CAT Incluye IVA",Pago,"Frecuencia de Pago",Avaluo,"Comisión por Apertura","Gastos Notariales","Desembolso Inicial"
1003,"Banco Nacional de México","HIPOTECA PERFILES",Pesos,800000,75.0,180,19731.43,9.9,Fija,11.9,0,6906.0,Mensual,3500.0,6000.0,40000.0,249500.0
1004,"Banco Nacional de México","HIPOTECA PERFILES",Pesos,900000,75.0,180,22197.86,9.9,Fija,11.9,0,7769.25,Mensual,3500.0,6750.0,45000.0,280250.0
1005,"Banco Nacional de México","HIPOTECA PERFILES",Pesos,1000000,75.0,180,24664.29,9.9,Fija,11.9,0,8632.5,Mensual,3500.0,7500.0,50000.0,311000.0
1006,"Banco Nacional de México","HIPOTECA PERFILES",Pesos,1100000,75.0,180,27130.71,9.9,Fija,11.9,0,9495.75,Mensual,5500.0,8250.0,55000.0,343750.0
1007,"Banco Nacional de México","HIPOTECA PERFILES",Pesos,1200000,75.0,180,29597.14,9.9,Fija,11.9,0,10359.0,Mensual,5500.0,9000.0,60000.0,374500.0
1008,"Banco Nacional de México","HIPOTECA PERFILES",Pesos,1300000,75.0,180,32063.57,9.9,Fija,11.9,0,11222.25,Mensual,5500.0,9750.0,65000.0,405250.0
1009,"Banco Nacional de México","HIPOTECA PERFILES",Pesos,1400000,75.0,180,34530.0,9.9,Fija,11.9,0,12085.5,Mensual,5500.0,10500.0,70000.0,436000.0
1010,"Banco Nacional de México","HIPOTECA PERFILES",Pesos,1500000,75.0,180,36996.43,9.9,Fija,11.9,0,12948.75,Mensual,5500.0,11250.0,75000.0,466750.0
1011,"Banco Nacional de México","HIPOTECA PERFILES",Pesos,1600000,75.0,180,39462.86,9.9,Fija,11.9,0,13812.0,Mensual,5500.0,12000.0,80000.0,497500.0
1012,"Banco Nacional de México","HIPOTECA PERFILES",Pesos,1700000,75.0,180,41929.29,9.9,Fija,11.9,0,14675.25,Mensual,5500.0,12750.0,85000.0,528250.0
1013,"Banco Nacional de México","HIPOTECA PERFILES",Pesos,1800000,75.0,180,44395.71,9.9,Fija,11.9,0,15538.5,Mensual,5500.0,13500.0,90000.0,559000.0
1014,"Banco Nacional de México","HIPOTECA PERFILES",Pesos,1900000,75.0,180,46862.14,9.9,Fija,11.9,0,16401.75,Mensual,5500.0,14250.0,95000.0,589750.0
1015,"Banco Nacional de México","HIPOTECA PERFILES",Pesos,2000000,75.0,180,49328.57,9.9,Fija,11.9,0,17265.0,Mensual,5500.0,15000.0,100000.0,620500.0
1016,"Banco Nacional de México","HIPOTECA PERFILES",Pesos,2500000,75.0,180,61660.71,9.9,Fija,11.8,0,21581.25,Mensual,5500.0,18750.0,125000.0,774250.0
1017,"Banco Nacional de México","HIPOTECA PERFILES",Pesos,3000000,75.0,180,73992.86,9.9,Fija,11.8,0,25897.5,Mensual,5500.0,22500.0,150000.0,928000.0
1018,"Banco Nacional de México","HIPOTECA PERFILES",Pesos,3500000,75.0,180,86325.0,9.9,Fija,11.8,0,30213.75,Mensual,7500.0,26250.0,175000.0,1083750.0
1019,"Banco Nacional de México","HIPOTECA PERFILES",Pesos,4000000,75.0,180,98657.14,9.9,Fija,11.8,0,34530.0,Mensual,7500.0,30000.0,200000.0,1237500.0
1020,"Banco Nacional de México","HIPOTECA PERFILES",Pesos,4500000,75.0,180,110989.29,9.9,Fija,11.8,0,38846.25,Mensual,7500.0,33750.0,225000.0,1391250.0
1021,"Banco Nacional de México","HIPOTECA PERFILES",Pesos,5000000,75.0,180,123321.43,9.9,Fija,11.8,0,43162.5,Mensual,7500.0,37500.0,250000.0,1545000.0
1022,"Banco Nacional de México","HIPOTECA PERFILES",Pesos,5500000,75.0,180,135653.57,9.9,Fija,11.8,0,47478.75,Mensual,10500.0,41250.0,275000.0,1701750.0
1023,"Banco Nacional de México","HIPOTECA PERFILES",Pesos,6000000,75.0,180,147985.71,9.9,Fija,11.8,0,51795.0,Mensual,10500.0,45000.0,300000.0,1855500.0
1024,"Banco Nacional de México","HIPOTECA PERFILES",Pesos,6500000,75.0,180,160317.86,9.9,Fija,11.8,0,56111.25,Mensual,10500.0,48750.0,325000.0,2009250.0
1025,"Banco Nacional de México","HIPOTECA PERFILES",Pesos,7000000,75.0,180,172650.0,9.9,Fija,11.8,0,60427.5,Mensual,10500.0,52500.0,350000.0,2163000.0
1026,"Banco Nacional de México","HIPOTECA PERFILES",Pesos,7500000,75.0,180,184982.14,9.9,Fija,11.8,0,64743.75,Mensual,10500.0,56250.0,375000.0,2316750.0
1027,"Banco Nacional de México","HIPOTECA PERFILES",Pesos,8000000,65.0,180,171737.14,9.9,Fija,11.9,0,60108.0,Mensual,10500.0,52000.0,400000.0,3262500.0
1028,"Banco Nacional de México","HIPOTECA PERFILES",Pesos,8500000,65.0,180,182470.71,9.9,Fija,11.9,0,63864.75,Mensual,15500.0,55250.0,425000.0,3470750.0
1029,"Banco Nacional de México","HIPOTECA PERFILES",Pesos,9000000,65.0,180,193204.29,9.9,Fija,11.9,0,67621.5,Mensual,15500.0,58500.0,450000.0,3674000.0
1030,"Banco Nacional de México","HIPOTECA PERFILES",Pesos,9500000,65.0,180,203937.86,9.9,Fija,11.9,0,71378.25,Mensual,15500.0,61750.0,475000.0,3877250.0
1031,"Banco Nacional de México","HIPOTECA PERFILES",Pesos,10000000,65.0,180,214671.43,9.9,Fija,11.9,0,75135.0,Mensual,15500.0,65000.0,500000.0,4080500.0
1032,"Banco Nacional de México","HIPOTECA PERFILES",Pesos,800000,65.0,180,17173.71,9.9,Fija,12.0,0,6010.8,Mensual,3500.0,5200.0,40000.0,328700.0
1033,"Banco Nacional de México","HIPOTECA PERFILES",Pesos,900000,65.0,180,19320.43,9.9,Fija,12.0,0,6762.15,Mensual,3500.0,5850.0,45000.0,369350.0
1034,"Banco Nacional de México","HIPOTECA PERFILES",Pesos,1000000,65.0,180,21467.14,9.9,Fija,12.0,0,7513.5,Mensual,3500.0,6500.0,50000.0,410000.0
1035,"Banco Nacional de México","HIPOTECA PERFILES",Pesos,1100000,65.0,180,23613.86,9.9,Fija,12.0,0,8264.85,Mensual,5500.0,7150.0,55000.0,452650.0
1036,"Banco Nacional de México","HIPOTECA PERFILES",Pesos,1200000,65.0,180,25760.57,9.9,Fija,12.0,0,9016.2,Mensual,5500.0,7800.0,60000.0,493300.0
1037,"Banco Nacional de México","HIPOTECA PERFILES",Pesos,1300000,65.0,180,27907.29,9.9,Fija,12.0,0,9767.55,Mensual,5500.0,8450.0,65000.0,533950.0
1038,"Banco Nacional de México","HIPOTECA PERFILES",Pesos,1400000,65.0,180,30054.0,9.9,Fija,12.0,0,10518.9,Mensual,5500.0,9100.0,70000.0,574600.0
1039,"Banco Nacional de México","HIPOTECA PERFILES",Pesos,1500000,65.0,180,32200.71,9.9,Fija,12.0,0,11270.25,Mensual,5500.0,9750.0,75000.0,615250.0
1040,"Banco Nacional de México","HIPOTECA PERFILES",Pesos,1600000,65.0,180,34347.43,9.9,Fija,12.0,0,12021.6,Mensual,5500.0,10400.0,80000.0,655900.0
1041,"Banco Nacional de México","HIPOTECA PERFILES",Pesos,1700000,65.0,180,36494.14,9.9,Fija,12.0,0,12772.95,Mensual,5500.0,11050.0,85000.0,696550.0
1042,"Banco Nacional de México","HIPOTECA PERFILES",Pesos,1800000,65.0,180,38640.86,9.9,Fija,12.0,0,13524.3,Mensual,5500.0,11700.0,90000.0,737200.0
1043,"Banco Nacional de México","HIPOTECA PERFILES",Pesos,1900000,65.0,180,40787.57,9.9,Fija,12.0,0,14275.65,Mensual,5500.0,12350.0,95000.0,777850.0
1044,"Banco Nacional de México","HIPOTECA PERFILES",Pesos,2000000,65.0,180,42934.29,9.9,Fija,12.0,0,15027.0,Mensual,5500.0,13000.0,100000.0,818500.0
1045,"Banco Nacional de México","HIPOTECA PERFILES",Pesos,2500000,65.0,180,53667.86,9.9,Fija,11.9,0,18783.75,Mensual,5500.0,16250.0,125000.0,1021750.0
1046,"Banco Nacional de México","HIPOTECA PERFILES",Pesos,3000000,65.0,180,64401.43,9.9,Fija,11.9,0,22540.5,Mensual,5500.0,19500.0,150000.0,1225000.0
1047,"Banco Nacional de México","HIPOTECA PERFILES",Pesos,3500000,65.0,180,75135.0,9.9,Fija,11.9,0,26297.25,Mensual,7500.0,22750.0,175000.0,1430250.0
1048,"Banco Nacional de México","HIPOTECA PERFILES",Pesos,4000000,65.0,180,85868.57,9.9,Fija,11.9,0,30054.0,Mensual,7500.0,26000.0,200000.0,1633500.0
1049,"Banco Nacional de México","HIPOTECA PERFILES",Pesos,4500000,65.0,180,96602.14,9.9,Fija,11.9,0,33810.75,Mensual,7500.0,29250.0,225000.0,1836750.0
1050,"Banco Nacional de México","HIPOTECA PERFILES",Pesos,5000000,65.0,180,107335.71,9.9,Fija,11.9,0,37567.5,Mensual,7500.0,32500.0,250000.0,2040000.0
1051,"Banco Nacional de México","HIPOTECA PERFILES",Pesos,5500000,65.0,180,118069.29,9.9,Fija,11.9,0,41324.25,Mensual,10500.0,35750.0,275000.0,2246250.0
1052,"Banco Nacional de México","HIPOTECA PERFILES",Pesos,6000000,65.0,180,128802.86,9.9,Fija,11.9,0,45081.0,Mensual,10500.0,39000.0,300000.0,2449500.0
1053,"Banco Nacional de México","HIPOTECA PERFILES",Pesos,6500000,65.0,180,139536.43,9.9,Fija,11.9,0,48837.75,Mensual,10500.0,42250.0,325000.0,2652750.0
1054,"Banco Nacional de México","HIPOTECA PERFILES",Pesos,7000000,65.0,180,150270.0,9.9,Fija,11.9,0,52594.5,Mensual,10500.0,45500.0,350000.0,2856000.0
1055,"Banco Nacional de México","HIPOTECA PERFILES",Pesos,7500000,65.0,180,161003.57,9.9,Fija,11.9,0,56351.25,Mensual,10500.0,48750.0,375000.0,3059250.0
1056,"Banco Nacional de México","HIPOTECA PERFILES",Pesos,8000000,65.0,180,171737.14,9.9,Fija,11.9,0,60108.0,Mensual,10500.0,52000.0,400000.0,3262500.0
1057,"Banco Nacional de México","HIPOTECA PERFILES",Pesos,8500000,65.0,180,182470.71,9.9,Fija,11.9,0,63864.75,Mensual,15500.0,55250.0,425000.0,3470750.0
1058,"Banco Nacional de México","HIPOTECA PERFILES",Pesos,9000000,65.0,180,193204.29,9.9,Fija,11.9,0,67621.5,Mensual,15500.0,58500.0,450000.0,3674000.0
1059,"Banco Nacional de México","HIPOTECA PERFILES",Pesos,9500000,65.0,180,203937.86,9.9,Fija,11.9,0,71378.25,Mensual,15500.0,61750.0,475000.0,3877250.0
1060,"Banco Nacional de México","HIPOTECA PERFILES",Pesos,10000000,65.0,180,214671.43,9.9,Fija,11.9,0,75135.0,Mensual,15500.0,65000.0,500000.0,4080500.0
1061,"Banco Nacional de México","HIPOTECA PERFILES",Pesos,800000,85.0,240,20186.29,9.9,Fija,11.7,0,7065.2,Mensual,3500.0,6800.0,40000.0,170300.0
1062,"Banco Nacional de México","HIPOTECA PERFILES",Pesos,900000,85.0,240,22709.57,9.9,Fija,11.7,0,7948.35,Mensual,3500.0,7650.0,45000.0,191150.0
1063,"Banco Nacional de México","HIPOTECA PERFILES",Pesos,1000000,85.0,240,25232.86,9.9,Fija,11.7,0,8831.5,Mensual,3500.0,8500.0,50000.0,212000.0
1064,"Banco Nacional de México","HIPOTECA PERFILES",Pesos,1100000,85.0,240,27756.14,9.9,Fija,11.7,0,9714.65,Mensual,5500.0,9350.0,55000.0,234850.0
1065,"Banco Nacional de México","HIPOTECA PERFILES",Pesos,1200000,85.0,240,30279.43,9.9,Fija,11.7,0,10597.8,Mensual,5500.0,10200.0,60000.0,255700.0
1066,"Banco Nacional de México","HIPOTECA PERFILES",Pesos,1300000,85.0,240,32802.71,9.9,Fija,11.7,0,11480.95,Mensual,5500.0,11050.0,65000.0,276550.0
1067,"Banco Nacional de México","HIPOTECA PERFILES",Pesos,1400000,85.0,240,35326.0,9.9,Fija,11.7,0,12364.1,Mensual,5500.0,11900.0,70000.0,297400.0
1068,"Banco Nacional de México","HIPOTECA PERFILES",Pesos,1500000,85.0,240,37849.29,9.9,Fija,11.7,0,13247.25,Mensual,5500.0,12750.0,75000.0,318250.0
1069,"Banco Nacional de México","HIPOTECA PERFILES",Pesos,1600000,85.0,240,40372.57,9.9,Fija,11.7,0,14130.4,Mensual,5500.0,13600.0,80000.0,339100.0
1070,"Banco Nacional de México","HIPOTECA PERFILES",Pesos,1700000,85.0,240,42895.86,9.9,Fija,11.7,0,15013.55,Mensual,5500.0,14450.0,85000.0,359950.0
1071,"Banco Nacional de México","HIPOTECA PERFILES",Pesos,1800000,85.0,240,45419.14,9.9,Fija,11.7,0,15896.7,Mensual,5500.0,15300.0,90000.0,380800.0
1072,"Banco Nacional de México","HIPOTECA PERFILES",Pesos,1900000,85.0,240,47942.43,9.9,Fija,11.7,0,16779.85,Mensual,5500.0,16150.0,95000.0,401650.0
1073,"Banco Nacional de México","HIPOTECA PERFILES",Pesos,2000000,85.0,240,50465.71,9.9,Fija,11.7,0,17663.0,Mensual,5500.0,17000.0,100000.0,422500.0
1074,"Banco Nacional de México","HIPOTECA PERFILES",Pesos,2500000,85.0,240,63082.14,9.9,Fija,11.7,0,22078.75,Mensual,5500.0,21250.0,125000.0,526750.0
1075,"Banco Nacional de México","HIPOTECA PERFILES",Pesos,3000000,85.0,240,75698.57,9.9,Fija,11.7,0,26494.5,Mensual,5500.0,25500.0,150000.0,631000.0
1076,"Banco Nacional de México","HIPOTECA PERFILES",Pesos,3500000,85.0,240,88315.0,9.9,Fija,11.7,0,30910.25,Mensual,7500.0,29750.0,175000.0,737250.0
1077,"Banco Nacional de México","HIPOTECA PERFILES",Pesos,4000000,85.0,240,100931.43,9.9,Fija,11.7,0,35326.0,Mensual,7500.0,34000.0,200000.0,841500.0
1078,"Banco Nacional de México","HIPOTECA PERFILES",Pesos,4500000,85.0,240,113547.86,9.9,Fija,11.7,0,39741.75,Mensual,7500.0,38250.0,225000.0,945750.0
1079,"Banco Nacional de México","HIPOTECA PERFILES",Pesos,5000000,85.0,240,126164.29,9.9,Fija,11.7,0,44157.5,Mensual,7500.0,42500.0,250000.0,1050000.0
1080,"Banco Nacional de México","HIPOTECA PERFILES",Pesos,5500000,85.0,240,138780.71,9.9,Fija,11.7,0,48573.25,Mensual,10500.0,46750.0,275000.0,1157250.0
1081,"Banco Nacional de México","HIPOTECA PERFILES",Pesos,6000000,85.0,240,151397.14,9.9,Fija,11.7,0,52989.0,Mensual,10500.0,51000.0,300000.0,1261500.0
1082,"Banco Nacional de México","HIPOTECA PERFILES",Pesos,6500000,85.0,240,164013.57,9.9,Fija,11.7,0,57404.75,Mensual,10500.0,55250.0,325000.0,1365750.0
1083,"Banco Nacional de México","HIPOTECA PERFILES",Pesos,7000000,85.0,240,176630.0,9.9,Fija,11.7,0,61820.5,Mensual,10500.0,59500.0,350000.0,1470000.0
1084,"Banco Nacional de México","HIPOTECA PERFILES",Pesos,7500000,85.0,240,189246.43,9.9,Fija,11.7,0,66236.25,Mensual,10500.0,63750.0,375000.0,1574250.0
1085,"Banco Nacional de México","HIPOTECA PERFILES",Pesos,8000000,65.0,240,155394.29,9.9,Fija,11.8,0,54388.0,Mensual,10500.0,52000.0,400000.0,3262500.0
1086,"Banco Nacional de México","HIPOTECA PERFILES",Pesos,8500000,65.0,240,165106.43,9.9,Fija,11.8,0,57787.25,Mensual,15500.0,55250.0,425000.0,3470750.0
1087,"Banco Nacional de México","HIPOTECA PERFILES",Pesos,9000000,65.0,240,174818.57,9.9,Fija,11.8,0,61186.5,Mensual,15500.0,58500.0,450000.0,3674000.0
1088,"Banco Nacional de México","HIPOTECA PERFILES",Pesos,9500000,65.0,240,184530.71,9.9,Fija,11.8,0,64585.75,Mensual,15500.0,61750.0,475000.0,3877250.0
1089,"Banco Nacional de México","HIPOTECA PERFILES",Pesos,10000000,65.0,240,194242.86,9.9,Fija,11.8,0,67985.0,Mensual,15500.0,65000.0,500000.0,4080500.0
1090,"Banco Nacional de México","HIPOTECA PERFILES",Pesos,800000,75.0,240,17845.71,9.9,Fija,11.8,0,6246.0,Mensual,3500.0,6000.0,40000.0,249500.0
1091,"Banco Nacional de México","HIPOTECA PERFILES",Pesos,900000,75.0,240,20076.43,9.9,Fija,11.8,0,7026.75,Mensual,3500.0,6750.0,45000.0,280250.0
1092,"Banco Nacional de México","HIPOTECA PERFILES",Pesos,1000000,75.0,240,22307.14,9.9,Fija,11.8,0,7807.5,Mensual,3500.0,7500.0,50000.0,311000.0
1093,"Banco Nacional de México","HIPOTECA PERFILES",Pesos,1100000,75.0,240,24537.86,9.9,Fija,11.8,0,8588.25,Mensual,5500.0,8250.0,55000.0,343750.0
1094,"Banco Nacional de México","HIPOTECA PERFILES",Pesos,1200000,75.0,240,26768.57,9.9,Fija,11.8,0,9369.0,Mensual,5500.0,9000.0,60000.0,374500.0
1095,"Banco Nacional de México","HIPOTECA PERFILES",Pesos,1300000,75.0,240,28999.29,9.9,Fija,11.8,0,10149.75,Mensual,5500.0,9750.0,65000.0,405250.0
1096,"Banco Nacional de México","HIPOTECA PERFILES",Pesos,1400000,75.0,240,31230.0,9.9,Fija,11.8,0,10930.5,Mensual,5500.0,10500.0,70000.0,436000.0
1097,"Banco Nacional de México","HIPOTECA PERFILES",Pesos,1500000,75.0,240,33460.71,9.9,Fija,11.8,0,11711.25,Mensual,5500.0,11250.0,75000.0,466750.0
1098,"Banco Nacional de México","HIPOTECA PERFILES",Pesos,1600000,75.0,240,35691.43,9.9,Fija,11.8,0,12492.0,Mensual,5500.0,12000.0,80000.0,497500.0
1099,"Banco Nacional de México","HIPOTECA PERFILES",Pesos,1700000,75.0,240,37922.14,9.9,Fija,11.8,0,13272.75,Mensual,5500.0,12750.0,85000.0,528250.0
1100,"Banco Nacional de México","HIPOTECA PERFILES",Pesos,1800000,75.0,240,40152.86,9.9,Fija,11.8,0,14053.5,Mensual,5500.0,13500.0,90000.0,559000.0
1101,"Banco Nacional de México","HIPOTECA PERFILES",Pesos,1900000,75.0,240,42383.57,9.9,Fija,11.8,0,14834.25,Mensual,5500.0,14250.0,95000.0,589750.0
1102,"Banco Nacional de México","HIPOTECA PERFILES",Pesos,2000000,75.0,240,44614.29,9.9,Fija,11.8,0,15615.0,Mensual,5500.0,15000.0,100000.0,620500.0
1103,"Banco Nacional de México","HIPOTECA PERFILES",Pesos,2500000,75.0,240,55767.86,9.9,Fija,11.8,0,19518.75,Mensual,5500.0,18750.0,125000.0,774250.0
1104,"Banco Nacional de México","HIPOTECA PERFILES",Pesos,3000000,75.0,240,66921.43,9.9,Fija,11.8,0,23422.5,Mensual,5500.0,22500.0,150000.0,928000.0
1105,"Banco Nacional de México","HIPOTECA PERFILES",Pesos,3500000,75.0,240,78075.0,9.9,Fija,11.8,0,27326.25,Mensual,7500.0,26250.0,175000.0,1083750.0
1106,"Banco Nacional de México","HIPOTECA PERFILES",Pesos,4000000,75.0,240,89228.57,9.9,Fija,11.8,0,31230.0,Mensual,7500.0,30000.0,200000.0,1237500.0
1107,"Banco Nacional de México","HIPOTECA PERFILES",Pesos,4500000,75.0,240,100382.14,9.9,Fija,11.8,0,35133.75,Mensual,7500.0,33750.0,225000.0,1391250.0
1108,"Banco Nacional de México","HIPOTECA PERFILES",Pesos,5000000,75.0,240,111535.71,9.9,Fija,11.7,0,39037.5,Mensual,7500.0,37500.0,250000.0,1545000.0
1109,"Banco Nacional de México","HIPOTECA PERFILES",Pesos,5500000,75.0,240,122689.29,9.9,Fija,11.8,0,42941.25,Mensual,10500.0,41250.0,275000.0,1701750.0
1110,"Banco Nacional de México","HIPOTECA PERFILES",Pesos,6000000,75.0,240,133842.86,9.9,Fija,11.8,0,46845.0,Mensual,10500.0,45000.0,300000.0,1855500.0
1111,"Banco Nacional de México","HIPOTECA PERFILES",Pesos,6500000,75.0,240,144996.43,9.9,Fija,11.7,0,50748.75,Mensual,10500.0,48750.0,325000.0,2009250.0
1112,"Banco Nacional de México","HIPOTECA PERFILES",Pesos,7000000,75.0,240,156150.0,9.9,Fija,11.7,0,54652.5,Mensual,10500.0,52500.0,350000.0,2163000.0
1113,"Banco Nacional de México","HIPOTECA PERFILES",Pesos,7500000,75.0,240,167303.57,9.9,Fija,11.7,0,58556.25,Mensual,10500.0,56250.0,375000.0,2316750.0
1114,"Banco Nacional de México","HIPOTECA PERFILES",Pesos,8000000,65.0,240,155394.29,9.9,Fija,11.8,0,54388.0,Mensual,10500.0,52000.0,400000.0,3262500.0
1115,"Banco Nacional de México","HIPOTECA PERFILES",Pesos,8500000,65.0,240,165106.43,9.9,Fija,11.8,0,57787.25,Mensual,15500.0,55250.0,425000.0,3470750.0
1116,"Banco Nacional de México","HIPOTECA PERFILES",Pesos,9000000,65.0,240,174818.57,9.9,Fija,11.8,0,61186.5,Mensual,15500.0,58500.0,450000.0,3674000.0
1117,"Banco Nacional de México","HIPOTECA PERFILES",Pesos,9500000,65.0,240,184530.71,9.9,Fija,11.8,0,64585.75,Mensual,15500.0,61750.0,475000.0,3877250.0
1118,"Banco Nacional de México","HIPOTECA PERFILES",Pesos,10000000,65.0,240,194242.86,9.9,Fija,11.8,0,67985.0,Mensual,15500.0,65000.0,500000.0,4080500.0
1119,"Banco Nacional de México","HIPOTECA PERFILES",Pesos,800000,65.0,240,15539.43,9.9,Fija,11.9,0,5438.8,Mensual,3500.0,5200.0,40000.0,328700.0
1120,"Banco Nacional de México","HIPOTECA PERFILES",Pesos,900000,65.0,240,17481.86,9.9,Fija,11.9,0,6118.65,Mensual,3500.0,5850.0,45000.0,369350.0
1121,"Banco Nacional de México","HIPOTECA PERFILES",Pesos,1000000,65.0,240,19424.29,9.9,Fija,11.9,0,6798.5,Mensual,3500.0,6500.0,50000.0,410000.0
1122,"Banco Nacional de México","HIPOTECA PERFILES",Pesos,1100000,65.0,240,21366.71,9.9,Fija,11.9,0,7478.35,Mensual,5500.0,7150.0,55000.0,452650.0
1123,"Banco Nacional de México","HIPOTECA PERFILES",Pesos,1200000,65.0,240,23309.14,9.9,Fija,11.9,0,8158.2,Mensual,5500.0,7800.0,60000.0,493300.0
1124,"Banco Nacional de México","HIPOTECA PERFILES",Pesos,1300000,65.0,240,25251.57,9.9,Fija,11.9,0,8838.05,Mensual,5500.0,8450.0,65000.0,533950.0
1125,"Banco Nacional de México","HIPOTECA PERFILES",Pesos,1400000,65.0,240,27194.0,9.9,Fija,11.9,0,9517.9,Mensual,5500.0,9100.0,70000.0,574600.0
1126,"Banco Nacional de México","HIPOTECA PERFILES",Pesos,1500000,65.0,240,29136.43,9.9,Fija,11.9,0,10197.75,Mensual,5500.0,9750.0,75000.0,615250.0
1127,"Banco Nacional de México","HIPOTECA PERFILES",Pesos,1600000,65.0,240,31078.86,9.9,Fija,11.9,0,10877.6,Mensual,5500.0,10400.0,80000.0,655900.0
1128,"Banco Nacional de México","HIPOTECA PERFILES",Pesos,1700000,65.0,240,33021.29,9.9,Fija,11.9,0,11557.45,Mensual,5500.0,11050.0,85000.0,696550.0
1129,"Banco Nacional de México","HIPOTECA PERFILES",Pesos,1800000,65.0,240,34963.71,9.9,Fija,11.9,0,12237.3,Mensual,5500.0,11700.0,90000.0,737200.0
1130,"Banco Nacional de México","HIPOTECA PERFILES",Pesos,1900000,65.0,240,36906.14,9.9,Fija,11.9,0,12917.15,Mensual,5500.0,12350.0,95000.0,777850.0
1131,"Banco Nacional de México","HIPOTECA PERFILES",Pesos,2000000,65.0,240,38848.57,9.9,Fija,11.9,0,13597.0,Mensual,5500.0,13000.0,100000.0,818500.0
1132,"Banco Nacional de México","HIPOTECA PERFILES",Pesos,2500000,65.0,240,48560.71,9.9,Fija,11.8,0,16996.25,Mensual,5500.0,16250.0,125000.0,1021750.0
1133,"Banco Nacional de México","HIPOTECA PERFILES",Pesos,3000000,65.0,240,58272.86,9.9,Fija,11.8,0,20395.5,Mensual,5500.0,19500.0,150000.0,1225000.0
1134,"Banco Nacional de México","HIPOTECA PERFILES",Pesos,3500000,65.0,240,67985.0,9.9,Fija,11.8,0,23794.75,Mensual,7500.0,22750.0,175000.0,1430250.0
1135,"Banco Nacional de México","HIPOTECA PERFILES",Pesos,4000000,65.0,240,77697.14,9.9,Fija,11.8,0,27194.0,Mensual,7500.0,26000.0,200000.0,1633500.0
1136,"Banco Nacional de México","HIPOTECA PERFILES",Pesos,4500000,65.0,240,87409.29,9.9,Fija,11.8,0,30593.25,Mensual,7500.0,29250.0,225000.0,1836750.0
1137,"Banco Nacional de México","HIPOTECA PERFILES",Pesos,5000000,65.0,240,97121.43,9.9,Fija,11.8,0,33992.5,Mensual,7500.0,32500.0,250000.0,2040000.0
1138,"Banco Nacional de México","HIPOTECA PERFILES",Pesos,5500000,65.0,240,106833.57,9.9,Fija,11.8,0,37391.75,Mensual,10500.0,35750.0,275000.0,2246250.0
1139,"Banco Nacional de México","HIPOTECA PERFILES",Pesos,6000000,65.0,240,116545.71,9.9,Fija,11.8,0,40791.0,Mensual,10500.0,39000.0,300000.0,2449500.0
1140,"Banco Nacional de México","HIPOTECA PERFILES",Pesos,6500000,65.0,240,126257.86,9.9,Fija,11.8,0,44190.25,Mensual,10500.0,42250.0,325000.0,2652750.0
1141,"Banco Nacional de México","HIPOTECA PERFILES",Pesos,7000000,65.0,240,135970.0,9.9,Fija,11.8,0,47589.5,Mensual,10500.0,45500.0,350000.0,2856000.0
1142,"Banco Nacional de México","HIPOTECA PERFILES",Pesos,7500000,65.0,240,145682.14,9.9,Fija,11.8,0,50988.75,Mensual,10500.0,48750.0,375000.0,3059250.0
1143,"Banco Nacional de México","HIPOTECA PERFILES",Pesos,8000000,65.0,240,155394.29,9.9,Fija,11.8,0,54388.0,Mensual,10500.0,52000.0,400000.0,3262500.0
1144,"Banco Nacional de México","HIPOTECA PERFILES",Pesos,8500000,65.0,240,165106.43,9.9,Fija,11.8,0,57787.25,Mensual,15500.0,55250.0,425000.0,3470750.0
1145,"Banco Nacional de México","HIPOTECA PERFILES",Pesos,9000000,65.0,240,174818.57,9.9,Fija,11.8,0,61186.5,Mensual,15500.0,58500.0,450000.0,3674000.0
1146,"Banco Nacional de México","HIPOTECA PERFILES",Pesos,9500000,65.0,240,184530.71,9.9,Fija,11.8,0,64585.75,Mensual,15500.0,61750.0,475000.0,3877250.0
1147,"Banco Nacional de México","HIPOTECA PERFILES",Pesos,10000000,65.0,240,194242.86,9.9,Fija,11.8,0,67985.0,Mensual,15500.0,65000.0,500000.0,4080500.0
1148,"Banco Nacional de México","HIPOTECA PERFILES A TU MEDIDA",Pesos,800000,85.0,240,18757.93,9.9,Variable,11.7,0,6330.8,Mensual,3500.0,6800.0,40000.0,170300.0
1149,"Banco Nacional de México","HIPOTECA PERFILES A TU MEDIDA",Pesos,900000,85.0,240,21102.67,9.9,Variable,11.7,0,7122.15,Mensual,3500.0,7650.0,45000.0,191150.0
1150,"Banco Nacional de México","HIPOTECA PERFILES A TU MEDIDA",Pesos,1000000,85.0,240,23447.41,9.9,Variable,11.7,0,7913.5,Mensual,3500.0,8500.0,50000.0,212000.0
1151,"Banco Nacional de México","HIPOTECA PERFILES A TU MEDIDA",Pesos,1100000,85.0,240,25792.15,9.9,Variable,11.7,0,8704.85,Mensual,5500.0,9350.0,55000.0,234850.0
1152,"Banco Nacional de México","HIPOTECA PERFILES A TU MEDIDA",Pesos,1200000,85.0,240,28136.89,9.9,Variable,11.7,0,9496.2,Mensual,5500.0,10200.0,60000.0,255700.0
1153,"Banco Nacional de México","HIPOTECA PERFILES A TU MEDIDA",Pesos,1300000,85.0,240,30481.63,9.9,Variable,11.7,0,10287.55,Mensual,5500.0,11050.0,65000.0,276550.0
