Subproducto,"Institución",Producto,Moneda,"Valor Vivienda",Aforo,Plazo,"Ingresos Requeridos","Tasa de Interés","Tipo de Tasa",CAT,"CAT Incluye IVA",Pago,"Frecuencia de Pago",Avaluo,"Comisión por Apertura","Gastos Notariales","Desembolso Inicial"
383,HSBC,"CRÉDITO HIPOTECARIO HSBC PAGO FIJO",Pesos,500000,87.0,180,8279.0,10.25,Fija,13.2,0,5381.0,Mensual,1914.0,200.0,3500.0,103914.0
384,HSBC,"CRÉDITO HIPOTECARIO HSBC PAGO FIJO",Pesos,600000,90.0,180,10138.0,10.25,Fija,13.0,0,6590.0,Mensual,3074.0,300.0,4200.0,108074.0
385,HSBC,"CRÉDITO HIPOTECARIO HSBC PAGO FIJO",Pesos,700000,90.0,180,11739.0,10.25,Fija,12.9,0,7630.0,Mensual,3074.0,400.0,4900.0,126074.0
386,HSBC,"CRÉDITO HIPOTECARIO HSBC PAGO FIJO",Pesos,800000,90.0,180,13339.0,10.25,Fija,12.8,0,8670.0,Mensual,3074.0,500.0,5600.0,144074.0
387,HSBC,"CRÉDITO HIPOTECARIO HSBC PAGO FIJO",Pesos,900000,90.0,180,14940.0,10.25,Fija,12.7,0,9711.0,Mensual,3074.0,600.0,6300.0,162074.0
388,HSBC,"CRÉDITO HIPOTECARIO HSBC PAGO FIJO",Pesos,1000000,90.0,180,16540.0,10.25,Fija,12.6,0,10751.0,Mensual,3074.0,700.0,7000.0,180074.0
389,HSBC,"CRÉDITO HIPOTECARIO HSBC PAGO FIJO",Pesos,1500000,90.0,180,24542.0,10.25,Fija,12.5,0,15953.0,Mensual,5626.0,1200.0,10500.0,272626.0
390,HSBC,"CRÉDITO HIPOTECARIO HSBC PAGO FIJO",Pesos,2000000,90.0,180,32545.0,10.25,Fija,12.4,0,21154.0,Mensual,5626.0,1700.0,14000.0,362626.0
391,HSBC,"CRÉDITO HIPOTECARIO HSBC PAGO FIJO",Pesos,2500000,90.0,180,40547.0,10.25,Fija,12.3,0,26356.0,Mensual,8874.0,2200.0,17500.0,455874.0
392,HSBC,"CRÉDITO HIPOTECARIO HSBC PAGO FIJO",Pesos,3000000,90.0,180,48549.0,10.25,Fija,12.3,0,31557.0,Mensual,8874.0,2700.0,21000.0,545874.0
393,HSBC,"CRÉDITO HIPOTECARIO HSBC PAGO FIJO",Pesos,3500000,90.0,180,56552.0,10.25,Fija,12.3,0,36759.0,Mensual,12180.0,3150.0,24500.0,638680.0
394,HSBC,"CRÉDITO HIPOTECARIO HSBC PAGO FIJO",Pesos,4000000,90.0,180,64554.0,10.25,Fija,12.2,0,41960.0,Mensual,12180.0,3600.0,28000.0,728180.0
395,HSBC,"CRÉDITO HIPOTECARIO HSBC PAGO FIJO",Pesos,4500000,90.0,180,72556.0,10.25,Fija,12.2,0,47162.0,Mensual,14790.0,4050.0,31500.0,820290.0
396,HSBC,"CRÉDITO HIPOTECARIO HSBC PAGO FIJO",Pesos,5000000,90.0,180,80559.0,10.25,Fija,12.2,0,52363.0,Mensual,14790.0,4500.0,35000.0,909790.0
397,HSBC,"CRÉDITO HIPOTECARIO HSBC PAGO FIJO",Pesos,5500000,90.0,180,88561.0,10.25,Fija,12.2,0,57565.0,Mensual,20300.0,4950.0,38500.0,1004800.0
398,HSBC,"CRÉDITO HIPOTECARIO HSBC PAGO FIJO",Pesos,6000000,90.0,180,96563.0,10.25,Fija,12.2,0,62766.0,Mensual,20300.0,5400.0,42000.0,1094300.0
399,HSBC,"CRÉDITO HIPOTECARIO HSBC PAGO FIJO",Pesos,6500000,90.0,180,104565.0,10.25,Fija,12.2,0,67968.0,Mensual,20300.0,5850.0,45500.0,1183800.0
400,HSBC,"CRÉDITO HIPOTECARIO HSBC PAGO FIJO",Pesos,7000000,90.0,180,112568.0,10.25,Fija,12.2,0,73169.0,Mensual,20300.0,6300.0,49000.0,1273300.0
401,HSBC,"CRÉDITO HIPOTECARIO HSBC PAGO FIJO",Pesos,7500000,90.0,180,120570.0,10.25,Fija,12.2,0,78371.0,Mensual,22040.0,6750.0,52500.0,1364540.0
402,HSBC,"CRÉDITO HIPOTECARIO HSBC PAGO FIJO",Pesos,8000000,90.0,180,128572.0,10.25,Fija,12.2,0,83572.0,Mensual,22040.0,7200.0,56000.0,1454040.0
403,HSBC,"CRÉDITO HIPOTECARIO HSBC PAGO FIJO",Pesos,8500000,90.0,180,136575.0,10.25,Fija,12.2,0,88774.0,Mensual,22040.0,7650.0,59500.0,1543540.0
404,HSBC,"CRÉDITO HIPOTECARIO HSBC PAGO FIJO",Pesos,9000000,90.0,180,144577.0,10.25,Fija,12.1,0,93975.0,Mensual,22040.0,8100.0,63000.0,1633040.0
405,HSBC,"CRÉDITO HIPOTECARIO HSBC PAGO FIJO",Pesos,9500000,90.0,180,152579.0,10.25,Fija,12.1,0,99177.0,Mensual,22040.0,8550.0,66500.0,1722540.0
406,HSBC,"CRÉDITO HIPOTECARIO HSBC PAGO FIJO",Pesos,10000000,90.0,180,160582.0,10.25,Fija,12.1,0,104378.0,Mensual,22040.0,9000.0,70000.0,1812040.0
407,HSBC,"CRÉDITO HIPOTECARIO HSBC PAGO FIJO",Pesos,400000,82.0,240,5838.0,10.25,Fija,13.4,0,3795.0,Mensual,1914.0,100.0,2800.0,102914.0
408,HSBC,"CRÉDITO HIPOTECARIO HSBC PAGO FIJO",Pesos,500000,87.0,240,7554.0,10.25,Fija,13.0,0,4910.0,Mensual,1914.0,200.0,3500.0,103914.0
409,HSBC,"CRÉDITO HIPOTECARIO HSBC PAGO FIJO",Pesos,600000,90.0,240,9238.0,10.25,Fija,12.8,0,6005.0,Mensual,3074.0,300.0,4200.0,108074.0
410,HSBC,"CRÉDITO HIPOTECARIO HSBC PAGO FIJO",Pesos,700000,90.0,240,10689.0,10.25,Fija,12.7,0,6948.0,Mensual,3074.0,400.0,4900.0,126074.0
411,HSBC,"CRÉDITO HIPOTECARIO HSBC PAGO FIJO",Pesos,800000,90.0,240,12139.0,10.25,Fija,12.6,0,7891.0,Mensual,3074.0,500.0,5600.0,144074.0
412,HSBC,"CRÉDITO HIPOTECARIO HSBC PAGO FIJO",Pesos,900000,90.0,240,13590.0,10.25,Fija,12.5,0,8833.0,Mensual,3074.0,600.0,6300.0,162074.0
413,HSBC,"CRÉDITO HIPOTECARIO HSBC PAGO FIJO",Pesos,1000000,90.0,240,15040.0,10.25,Fija,12.5,0,9776.0,Mensual,3074.0,700.0,7000.0,180074.0
414,HSBC,"CRÉDITO HIPOTECARIO HSBC PAGO FIJO",Pesos,1500000,90.0,240,22293.0,10.25,Fija,12.3,0,14490.0,Mensual,5626.0,1200.0,10500.0,272626.0
415,HSBC,"CRÉDITO HIPOTECARIO HSBC PAGO FIJO",Pesos,2000000,90.0,240,29545.0,10.25,Fija,12.2,0,19204.0,Mensual,5626.0,1700.0,14000.0,362626.0
416,HSBC,"CRÉDITO HIPOTECARIO HSBC PAGO FIJO",Pesos,2500000,90.0,240,36798.0,10.25,Fija,12.2,0,23919.0,Mensual,8874.0,2200.0,17500.0,455874.0
417,HSBC,"CRÉDITO HIPOTECARIO HSBC PAGO FIJO",Pesos,3000000,90.0,240,44050.0,10.25,Fija,12.1,0,28633.0,Mensual,8874.0,2700.0,21000.0,545874.0
418,HSBC,"CRÉDITO HIPOTECARIO HSBC PAGO FIJO",Pesos,3500000,90.0,240,51303.0,10.25,Fija,12.1,0,33347.0,Mensual,12180.0,3150.0,24500.0,638680.0
419,HSBC,"CRÉDITO HIPOTECARIO HSBC PAGO FIJO",Pesos,4000000,90.0,240,58555.0,10.25,Fija,12.1,0,38061.0,Mensual,12180.0,3600.0,28000.0,728180.0
420,HSBC,"CRÉDITO HIPOTECARIO HSBC PAGO FIJO",Pesos,4500000,90.0,240,65808.0,10.25,Fija,12.1,0,42775.0,Mensual,14790.0,4050.0,31500.0,820290.0
421,HSBC,"CRÉDITO HIPOTECARIO HSBC PAGO FIJO",Pesos,5000000,90.0,240,73060.0,10.25,Fija,12.1,0,47489.0,Mensual,14790.0,4500.0,35000.0,909790.0
422,HSBC,"CRÉDITO HIPOTECARIO HSBC PAGO FIJO",Pesos,5500000,90.0,240,80313.0,10.25,Fija,12.1,0,52203.0,Mensual,20300.0,4950.0,38500.0,1004800.0
423,HSBC,"CRÉDITO HIPOTECARIO HSBC PAGO FIJO",Pesos,6000000,90.0,240,87565.0,10.25,Fija,12.1,0,56917.0,Mensual,20300.0,5400.0,42000.0,1094300.0
424,HSBC,"CRÉDITO HIPOTECARIO HSBC PAGO FIJO",Pesos,6500000,90.0,240,94818.0,10.25,Fija,12.1,0,61632.0,Mensual,20300.0,5850.0,45500.0,1183800.0
425,HSBC,"CRÉDITO HIPOTECARIO HSBC PAGO FIJO",Pesos,7000000,90.0,240,102070.0,10.25,Fija,12.0,0,66346.0,Mensual,20300.0,6300.0,49000.0,1273300.0
426,HSBC,"CRÉDITO HIPOTECARIO HSBC PAGO FIJO",Pesos,7500000,90.0,240,109323.0,10.25,Fija,12.0,0,71060.0,Mensual,22040.0,6750.0,52500.0,1364540.0
427,HSBC,"CRÉDITO HIPOTECARIO HSBC PAGO FIJO",Pesos,8000000,90.0,240,116575.0,10.25,Fija,12.0,0,75774.0,Mensual,22040.0,7200.0,56000.0,1454040.0
428,HSBC,"CRÉDITO HIPOTECARIO HSBC PAGO FIJO",Pesos,8500000,90.0,240,123828.0,10.25,Fija,12.0,0,80488.0,Mensual,22040.0,7650.0,59500.0,1543540.0
429,HSBC,"CRÉDITO HIPOTECARIO HSBC PAGO FIJO",Pesos,9000000,90.0,240,131080.0,10.25,Fija,12.0,0,85202.0,Mensual,22040.0,8100.0,63000.0,1633040.0
430,HSBC,"CRÉDITO HIPOTECARIO HSBC PAGO FIJO",Pesos,9500000,90.0,240,138333.0,10.25,Fija,12.0,0,89916.0,Mensual,22040.0,8550.0,66500.0,1722540.0
431,HSBC,"CRÉDITO HIPOTECARIO HSBC PAGO FIJO",Pesos,10000000,90.0,240,145585.0,10.25,Fija,12.0,0,94630.0,Mensual,22040.0,9000.0,70000.0,1812040.0
432,HSBC,"CRÉDITO HIPOTECARIO HSBC PAGO FIJO",Pesos,400000,82.0,60,11730.0,10.5,Fija,14.9,0,7625.0,Mensual,1914.0,100.0,2800.0,102914.0
433,HSBC,"CRÉDITO HIPOTECARIO HSBC PAGO FIJO",Pesos,500000,87.0,60,15369.0,10.5,Fija,14.3,0,9990.0,Mensual,1914.0,200.0,3500.0,103914.0
434,HSBC,"CRÉDITO HIPOTECARIO HSBC PAGO FIJO",Pesos,600000,90.0,60,18940.0,10.5,Fija,14.1,0,12311.0,Mensual,3074.0,300.0,4200.0,108074.0
435,HSBC,"CRÉDITO HIPOTECARIO HSBC PAGO FIJO",Pesos,700000,90.0,60,22007.0,10.5,Fija,14.0,0,14305.0,Mensual,3074.0,400.0,4900.0,126074.0
436,HSBC,"CRÉDITO HIPOTECARIO HSBC PAGO FIJO",Pesos,800000,90.0,60,25074.0,10.5,Fija,13.8,0,16298.0,Mensual,3074.0,500.0,5600.0,144074.0
437,HSBC,"CRÉDITO HIPOTECARIO HSBC PAGO FIJO",Pesos,900000,90.0,60,28142.0,10.5,Fija,13.7,0,18292.0,Mensual,3074.0,600.0,6300.0,162074.0
438,HSBC,"CRÉDITO HIPOTECARIO HSBC PAGO FIJO",Pesos,1000000,90.0,60,31209.0,10.5,Fija,13.7,0,20286.0,Mensual,3074.0,700.0,7000.0,180074.0
439,HSBC,"CRÉDITO HIPOTECARIO HSBC PAGO FIJO",Pesos,1500000,90.0,60,46546.0,10.5,Fija,13.5,0,30255.0,Mensual,5626.0,1200.0,10500.0,272626.0
440,HSBC,"CRÉDITO HIPOTECARIO HSBC PAGO FIJO",Pesos,2000000,90.0,60,61883.0,10.5,Fija,13.4,0,40224.0,Mensual,5626.0,1700.0,14000.0,362626.0
441,HSBC,"CRÉDITO HIPOTECARIO HSBC PAGO FIJO",Pesos,2500000,90.0,60,77220.0,10.5,Fija,13.3,0,50193.0,Mensual,8874.0,2200.0,17500.0,455874.0
442,HSBC,"CRÉDITO HIPOTECARIO HSBC PAGO FIJO",Pesos,3000000,90.0,60,92557.0,10.5,Fija,13.3,0,60162.0,Mensual,8874.0,2700.0,21000.0,545874.0
443,HSBC,"CRÉDITO HIPOTECARIO HSBC PAGO FIJO",Pesos,3500000,90.0,60,107894.0,10.5,Fija,13.3,0,70131.0,Mensual,12180.0,3150.0,24500.0,638680.0
444,HSBC,"CRÉDITO HIPOTECARIO HSBC PAGO FIJO",Pesos,4000000,90.0,60,123231.0,10.5,Fija,13.2,0,80100.0,Mensual,12180.0,3600.0,28000.0,728180.0
445,HSBC,"CRÉDITO HIPOTECARIO HSBC PAGO FIJO",Pesos,4500000,90.0,60,138567.0,10.5,Fija,13.2,0,90069.0,Mensual,14790.0,4050.0,31500.0,820290.0
446,HSBC,"CRÉDITO HIPOTECARIO HSBC PAGO FIJO",Pesos,5000000,90.0,60,153904.0,10.5,Fija,13.2,0,100038.0,Mensual,14790.0,4500.0,35000.0,909790.0
447,HSBC,"CRÉDITO HIPOTECARIO HSBC PAGO FIJO",Pesos,5500000,90.0,60,169241.0,10.5,Fija,13.2,0,110007.0,Mensual,20300.0,4950.0,38500.0,1004800.0
448,HSBC,"CRÉDITO HIPOTECARIO HSBC PAGO FIJO",Pesos,6000000,90.0,60,184578.0,10.5,Fija,13.2,0,119976.0,Mensual,20300.0,5400.0,42000.0,1094300.0
449,HSBC,"CRÉDITO HIPOTECARIO HSBC PAGO FIJO",Pesos,6500000,90.0,60,199915.0,10.5,Fija,13.1,0,129945.0,Mensual,20300.0,5850.0,45500.0,1183800.0
450,HSBC,"CRÉDITO HIPOTECARIO HSBC PAGO FIJO",Pesos,7000000,90.0,60,215252.0,10.5,Fija,13.1,0,139914.0,Mensual,20300.0,6300.0,49000.0,1273300.0
451,HSBC,"CRÉDITO HIPOTECARIO HSBC PAGO FIJO",Pesos,7500000,90.0,60,230589.0,10.5,Fija,13.1,0,149883.0,Mensual,22040.0,6750.0,52500.0,1364540.0
452,HSBC,"CRÉDITO HIPOTECARIO HSBC PAGO FIJO",Pesos,8000000,90.0,60,245926.0,10.5,Fija,13.1,0,159852.0,Mensual,22040.0,7200.0,56000.0,1454040.0
453,HSBC,"CRÉDITO HIPOTECARIO HSBC PAGO FIJO",Pesos,8500000,90.0,60,261263.0,10.5,Fija,13.1,0,169821.0,Mensual,22040.0,7650.0,59500.0,1543540.0
454,HSBC,"CRÉDITO HIPOTECARIO HSBC PAGO FIJO",Pesos,9000000,90.0,60,276599.0,10.5,Fija,13.1,0,179790.0,Mensual,22040.0,8100.0,63000.0,1633040.0
455,HSBC,"CRÉDITO HIPOTECARIO HSBC PAGO FIJO",Pesos,9500000,90.0,60,291936.0,10.5,Fija,13.1,0,189759.0,Mensual,22040.0,8550.0,66500.0,1722540.0
456,HSBC,"CRÉDITO HIPOTECARIO HSBC PAGO FIJO",Pesos,10000000,90.0,60,307273.0,10.5,Fija,13.1,0,199728.0,Mensual,22040.0,9000.0,70000.0,1812040.0
457,HSBC,"CRÉDITO HIPOTECARIO HSBC PAGO FIJO",Pesos,400000,82.0,120,7693.0,10.5,Fija,14.3,0,5001.0,Mensual,1914.0,100.0,2800.0,102914.0
458,HSBC,"CRÉDITO HIPOTECARIO HSBC PAGO FIJO",Pesos,500000,85.0,120,9802.0,10.5,Fija,13.9,0,6371.0,Mensual,1914.0,200.0,3500.0,113914.0
459,HSBC,"CRÉDITO HIPOTECARIO HSBC PAGO FIJO",Pesos,600000,85.0,120,11655.0,10.5,Fija,13.7,0,7576.0,Mensual,3074.0,300.0,4200.0,138074.0
460,HSBC,"CRÉDITO HIPOTECARIO HSBC PAGO FIJO",Pesos,700000,85.0,120,13508.0,10.5,Fija,13.5,0,8780.0,Mensual,3074.0,400.0,4900.0,161074.0
461,HSBC,"CRÉDITO HIPOTECARIO HSBC PAGO FIJO",Pesos,800000,85.0,120,15362.0,10.5,Fija,13.4,0,9985.0,Mensual,3074.0,500.0,5600.0,184074.0
462,HSBC,"CRÉDITO HIPOTECARIO HSBC PAGO FIJO",Pesos,900000,85.0,120,17215.0,10.5,Fija,13.3,0,11190.0,Mensual,3074.0,600.0,6300.0,207074.0
463,HSBC,"CRÉDITO HIPOTECARIO HSBC PAGO FIJO",Pesos,1000000,85.0,120,19068.0,10.5,Fija,13.3,0,12394.0,Mensual,3074.0,700.0,7000.0,230074.0
464,HSBC,"CRÉDITO HIPOTECARIO HSBC PAGO FIJO",Pesos,1500000,85.0,120,28335.0,10.5,Fija,13.1,0,18418.0,Mensual,5626.0,1200.0,10500.0,347626.0
465,HSBC,"CRÉDITO HIPOTECARIO HSBC PAGO FIJO",Pesos,2000000,85.0,120,37601.0,10.5,Fija,13.0,0,24441.0,Mensual,5626.0,1700.0,14000.0,462626.0
466,HSBC,"CRÉDITO HIPOTECARIO HSBC PAGO FIJO",Pesos,2500000,85.0,120,46868.0,10.5,Fija,12.9,0,30464.0,Mensual,8874.0,2125.0,17500.0,580124.0
467,HSBC,"CRÉDITO HIPOTECARIO HSBC PAGO FIJO",Pesos,3000000,85.0,120,56134.0,10.5,Fija,12.8,0,36487.0,Mensual,8874.0,2550.0,21000.0,694374.0
468,HSBC,"CRÉDITO HIPOTECARIO HSBC PAGO FIJO",Pesos,3500000,85.0,120,65401.0,10.5,Fija,12.8,0,42510.0,Mensual,12180.0,2975.0,24500.0,811930.0
469,HSBC,"CRÉDITO HIPOTECARIO HSBC PAGO FIJO",Pesos,4000000,85.0,120,74667.0,10.5,Fija,12.8,0,48534.0,Mensual,12180.0,3400.0,28000.0,926180.0
470,HSBC,"CRÉDITO HIPOTECARIO HSBC PAGO FIJO",Pesos,4500000,85.0,120,83934.0,10.5,Fija,12.8,0,54557.0,Mensual,14790.0,3825.0,31500.0,1043040.0
471,HSBC,"CRÉDITO HIPOTECARIO HSBC PAGO FIJO",Pesos,5000000,85.0,120,93200.0,10.5,Fija,12.7,0,60580.0,Mensual,14790.0,4250.0,35000.0,1157290.0
472,HSBC,"CRÉDITO HIPOTECARIO HSBC PAGO FIJO",Pesos,5500000,85.0,120,102467.0,10.5,Fija,12.8,0,66603.0,Mensual,20300.0,4675.0,38500.0,1277050.0
473,HSBC,"CRÉDITO HIPOTECARIO HSBC PAGO FIJO",Pesos,6000000,85.0,120,111733.0,10.5,Fija,12.7,0,72627.0,Mensual,20300.0,5100.0,42000.0,1391300.0
474,HSBC,"CRÉDITO HIPOTECARIO HSBC PAGO FIJO",Pesos,6500000,85.0,120,121000.0,10.5,Fija,12.7,0,78650.0,Mensual,20300.0,5525.0,45500.0,1505550.0
475,HSBC,"CRÉDITO HIPOTECARIO HSBC PAGO FIJO",Pesos,7000000,85.0,120,130266.0,10.5,Fija,12.7,0,84673.0,Mensual,20300.0,5950.0,49000.0,1619800.0
476,HSBC,"CRÉDITO HIPOTECARIO HSBC PAGO FIJO",Pesos,7500000,85.0,120,139533.0,10.5,Fija,12.7,0,90696.0,Mensual,22040.0,6375.0,52500.0,1735790.0
477,HSBC,"CRÉDITO HIPOTECARIO HSBC PAGO FIJO",Pesos,8000000,85.0,120,148799.0,10.5,Fija,12.7,0,96719.0,Mensual,22040.0,6800.0,56000.0,1850040.0
478,HSBC,"CRÉDITO HIPOTECARIO HSBC PAGO FIJO",Pesos,8500000,85.0,120,158066.0,10.5,Fija,12.7,0,102743.0,Mensual,22040.0,7225.0,59500.0,1964290.0
479,HSBC,"CRÉDITO HIPOTECARIO HSBC PAGO FIJO",Pesos,9000000,85.0,120,167332.0,10.5,Fija,12.7,0,108766.0,Mensual,22040.0,7650.0,63000.0,2078540.0
480,HSBC,"CRÉDITO HIPOTECARIO HSBC PAGO FIJO",Pesos,9500000,85.0,120,176599.0,10.5,Fija,12.7,0,114789.0,Mensual,22040.0,8075.0,66500.0,2192790.0
481,HSBC,"CRÉDITO HIPOTECARIO HSBC PAGO FIJO",Pesos,10000000,85.0,120,185865.0,10.5,Fija,12.7,0,120812.0,Mensual,22040.0,8500.0,70000.0,2307040.0
482,HSBC,"CRÉDITO HIPOTECARIO HSBC PAGO FIJO",Pesos,400000,82.0,180,6462.0,10.5,Fija,13.9,0,4201.0,Mensual,1914.0,100.0,2800.0,102914.0
483,HSBC,"CRÉDITO HIPOTECARIO HSBC PAGO FIJO",Pesos,500000,87.0,180,8382.0,10.5,Fija,13.5,0,5448.0,Mensual,1914.0,200.0,3500.0,103914.0
484,HSBC,"CRÉDITO HIPOTECARIO HSBC PAGO FIJO",Pesos,600000,90.0,180,10266.0,10.5,Fija,13.3,0,6673.0,Mensual,3074.0,300.0,4200.0,108074.0
485,HSBC,"CRÉDITO HIPOTECARIO HSBC PAGO FIJO",Pesos,700000,90.0,180,11888.0,10.5,Fija,13.2,0,7727.0,Mensual,3074.0,400.0,4900.0,126074.0
486,HSBC,"CRÉDITO HIPOTECARIO HSBC PAGO FIJO",Pesos,800000,90.0,180,13510.0,10.5,Fija,13.1,0,8782.0,Mensual,3074.0,500.0,5600.0,144074.0
487,HSBC,"CRÉDITO HIPOTECARIO HSBC PAGO FIJO",Pesos,900000,90.0,180,15132.0,10.5,Fija,13.0,0,9836.0,Mensual,3074.0,600.0,6300.0,162074.0
488,HSBC,"CRÉDITO HIPOTECARIO HSBC PAGO FIJO",Pesos,1000000,90.0,180,16754.0,10.5,Fija,12.9,0,10890.0,Mensual,3074.0,700.0,7000.0,180074.0
489,HSBC,"CRÉDITO HIPOTECARIO HSBC PAGO FIJO",Pesos,1500000,90.0,180,24863.0,10.5,Fija,12.7,0,16161.0,Mensual,5626.0,1200.0,10500.0,272626.0
490,HSBC,"CRÉDITO HIPOTECARIO HSBC PAGO FIJO",Pesos,2000000,90.0,180,32972.0,10.5,Fija,12.6,0,21432.0,Mensual,5626.0,1700.0,14000.0,362626.0
491,HSBC,"CRÉDITO HIPOTECARIO HSBC PAGO FIJO",Pesos,2500000,90.0,180,41082.0,10.5,Fija,12.6,0,26703.0,Mensual,8874.0,2200.0,17500.0,455874.0
492,HSBC,"CRÉDITO HIPOTECARIO HSBC PAGO FIJO",Pesos,3000000,90.0,180,49191.0,10.5,Fija,12.6,0,31974.0,Mensual,8874.0,2700.0,21000.0,545874.0
493,HSBC,"CRÉDITO HIPOTECARIO HSBC PAGO FIJO",Pesos,3500000,90.0,180,57300.0,10.5,Fija,12.5,0,37245.0,Mensual,12180.0,3150.0,24500.0,638680.0
494,HSBC,"CRÉDITO HIPOTECARIO HSBC PAGO FIJO",Pesos,4000000,90.0,180,65409.0,10.5,Fija,12.5,0,42516.0,Mensual,12180.0,3600.0,28000.0,728180.0
495,HSBC,"CRÉDITO HIPOTECARIO HSBC PAGO FIJO",Pesos,4500000,90.0,180,73519.0,10.5,Fija,12.5,0,47787.0,Mensual,14790.0,4050.0,31500.0,820290.0
496,HSBC,"CRÉDITO HIPOTECARIO HSBC PAGO FIJO",Pesos,5000000,90.0,180,81628.0,10.5,Fija,12.5,0,53058.0,Mensual,14790.0,4500.0,35000.0,909790.0
497,HSBC,"CRÉDITO HIPOTECARIO HSBC PAGO FIJO",Pesos,5500000,90.0,180,89737.0,10.5,Fija,12.5,0,58329.0,Mensual,20300.0,4950.0,38500.0,1004800.0
498,HSBC,"CRÉDITO HIPOTECARIO HSBC PAGO FIJO",Pesos,6000000,90.0,180,97847.0,10.5,Fija,12.5,0,63600.0,Mensual,20300.0,5400.0,42000.0,1094300.0
499,HSBC,"CRÉDITO HIPOTECARIO HSBC PAGO FIJO",Pesos,6500000,90.0,180,105956.0,10.5,Fija,12.5,0,68871.0,Mensual,20300.0,5850.0,45500.0,1183800.0
500,HSBC,"CRÉDITO HIPOTECARIO HSBC PAGO FIJO",Pesos,7000000,90.0,180,114065.0,10.5,Fija,12.4,0,74142.0,Mensual,20300.0,6300.0,49000.0,1273300.0
501,HSBC,"CRÉDITO HIPOTECARIO HSBC PAGO FIJO",Pesos,7500000,90.0,180,122174.0,10.5,Fija,12.4,0,79413.0,Mensual,22040.0,6750.0,52500.0,1364540.0
502,HSBC,"CRÉDITO HIPOTECARIO HSBC PAGO FIJO",Pesos,8000000,90.0,180,130284.0,10.5,Fija,12.4,0,84684.0,Mensual,22040.0,7200.0,56000.0,1454040.0
503,HSBC,"CRÉDITO HIPOTECARIO HSBC PAGO FIJO",Pesos,8500000,90.0,180,138393.0,10.5,Fija,12.4,0,89955.0,Mensual,22040.0,7650.0,59500.0,1543540.0
504,HSBC,"CRÉDITO HIPOTECARIO HSBC PAGO FIJO",Pesos,9000000,90.0,180,146502.0,10.5,Fija,12.4,0,95226.0,Mensual,22040.0,8100.0,63000.0,1633040.0
505,HSBC,"CRÉDITO HIPOTECARIO HSBC PAGO FIJO",Pesos,9500000,90.0,180,154611.0,10.5,Fija,12.4,0,100497.0,Mensual,22040.0,8550.0,66500.0,1722540.0
506,HSBC,"CRÉDITO HIPOTECARIO HSBC PAGO FIJO",Pesos,10000000,90.0,180,162721.0,10.5,Fija,12.4,0,105768.0,Mensual,22040.0,9000.0,70000.0,1812040.0
507,HSBC,"CRÉDITO HIPOTECARIO HSBC PAGO FIJO",Pesos,400000,82.0,240,5922.0,10.5,Fija,13.7,0,3850.0,Mensual,1914.0,100.0,2800.0,102914.0
508,HSBC,"CRÉDITO HIPOTECARIO HSBC PAGO FIJO",Pesos,500000,87.0,240,7666.0,10.5,Fija,13.3,0,4983.0,Mensual,1914.0,200.0,3500.0,103914.0
509,HSBC,"CRÉDITO HIPOTECARIO HSBC PAGO FIJO",Pesos,600000,90.0,240,9377.0,10.5,Fija,13.1,0,6095.0,Mensual,3074.0,300.0,4200.0,108074.0
510,HSBC,"CRÉDITO HIPOTECARIO HSBC PAGO FIJO",Pesos,700000,90.0,240,10851.0,10.5,Fija,13.0,0,7053.0,Mensual,3074.0,400.0,4900.0,126074.0
511,HSBC,"CRÉDITO HIPOTECARIO HSBC PAGO FIJO",Pesos,800000,90.0,240,12325.0,10.5,Fija,12.9,0,8011.0,Mensual,3074.0,500.0,5600.0,144074.0
512,HSBC,"CRÉDITO HIPOTECARIO HSBC PAGO FIJO",Pesos,900000,90.0,240,13798.0,10.5,Fija,12.8,0,8969.0,Mensual,3074.0,600.0,6300.0,162074.0
513,HSBC,"CRÉDITO HIPOTECARIO HSBC PAGO FIJO",Pesos,1000000,90.0,240,15272.0,10.5,Fija,12.7,0,9927.0,Mensual,3074.0,700.0,7000.0,180074.0
514,HSBC,"CRÉDITO HIPOTECARIO HSBC PAGO FIJO",Pesos,1500000,90.0,240,22640.0,10.5,Fija,12.6,0,14716.0,Mensual,5626.0,1200.0,10500.0,272626.0
515,HSBC,"CRÉDITO HIPOTECARIO HSBC PAGO FIJO",Pesos,2000000,90.0,240,30009.0,10.5,Fija,12.5,0,19506.0,Mensual,5626.0,1700.0,14000.0,362626.0
516,HSBC,"CRÉDITO HIPOTECARIO HSBC PAGO FIJO",Pesos,2500000,90.0,240,37377.0,10.5,Fija,12.5,0,24295.0,Mensual,8874.0,2200.0,17500.0,455874.0
517,HSBC,"CRÉDITO HIPOTECARIO HSBC PAGO FIJO",Pesos,3000000,90.0,240,44746.0,10.5,Fija,12.4,0,29085.0,Mensual,8874.0,2700.0,21000.0,545874.0
518,HSBC,"CRÉDITO HIPOTECARIO HSBC PAGO FIJO",Pesos,3500000,90.0,240,52114.0,10.5,Fija,12.4,0,33874.0,Mensual,12180.0,3150.0,24500.0,638680.0
519,HSBC,"CRÉDITO HIPOTECARIO HSBC PAGO FIJO",Pesos,4000000,90.0,240,59482.0,10.5,Fija,12.4,0,38663.0,Mensual,12180.0,3600.0,28000.0,728180.0
